rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/american_made_2017,American Made,Jim Schembri,False,Certified-Fresh,Fresh,2017,"In Doug Liman's sensationally entertaining adventure-comedy biopic, Tom Cruise steps away from his blockbuster tropes to register one of the best and brightest performances of his career... easily as enjoyable a thrill ride as any of Cruise's other epics.",male,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9712}",0.9712
m/casino_royale,Casino Royale,Emily S. Mendel,False,Certified-Fresh,Fresh,2007,"Casino Royale is a great action movie, but it rises above the genre because of Daniel Craig's wonderfully fresh portrait of Bond and a great script. This is an exciting and engrossing, stand-on-line, see-on-a-big-screen, buy-the-popcorn-movie.",female,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.9712}",0.9712
m/1216923-franklyn,Franklyn,Matthew Turner,False,Rotten,Fresh,2009,"Franklyn is a flawed but nonetheless fascinating thriller that ultimately succeeds thanks to an ambitious script, inventive direction, engaging performances and a gripping finale.",male,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.9711}",0.9711
m/australia,Australia,Betty Jo Tucker,False,Rotten,Fresh,2008,"'Australia' runs out of steam along its lengthy journey, but it boasts gorgeous cinematography, a passionate romance, and more than a few thrilling scenes.",female,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Romance']","{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.9703}",0.9703
m/angel_has_fallen,Angel Has Fallen,Aaron Neuwirth,False,Rotten,Rotten,2019,"It's a junky action picture, but one will ideally respect how it plays the game. I only wish the game was fun to play along with.",male,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.97}",0.97
m/10007415-amazing_grace,Amazing Grace,Tom Long,True,Fresh,Fresh,2007,"Amazing Grace is the stuff of great lessons and inspiration and hope, and if it's all delivered with a bit too much moral push, well, moral push apparently was what William Wilberforce was all about. There's another word for such dweebs: Heroes.",male,"['Drama', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.9698}",0.9698
m/better_watch_out,Better Watch Out,Molly Henery,False,Certified-Fresh,Fresh,2018,Better Watch Out breaks the mold of the typical holiday slasher and is sure to be on everyone's holiday must-watch list. It takes what audiences love about the holidays and everything they love about horror to create a fun new Christmas movie.,female,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.06, 'neu': 0.502, 'pos': 0.438, 'compound': 0.9694}",0.9694
m/camp_cold_brook,Camp Cold Brook,Noel Murray,True,Rotten,Fresh,2020,"Very little about this movie feels fresh or original; but a talented cast, a solid Alex Carl script, and director Andy Palmer's energetic pace and playful tone do make ""Camp Cold Brook"" unusually fun.",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.9692}",0.9692
m/armageddon,Armageddon,Ted Anthony,True,Rotten,Fresh,2014,"It's schlock, sure, but it's fun schlock with good performances and good special effects and a reasonably brisk script. It pushes all the right buttons in two formulas -- action-comedy and adventure.",male,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.969}",0.969
m/antman,Ant-Man,Mae Abdulbaki,False,Certified-Fresh,Fresh,2019,"Ant-Man is entertaining for what it is, but is average on the scale of all the Marvel films so far. Its action is fantastic, Ant-Man's abilities pretty cool, and the setup for future films solid enough.",female,"['Action & Adventure', 'Comedy', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.969}",0.969
m/10006370-stay_alive,Stay Alive,Felix Vasquez Jr.,False,Rotten,Rotten,2006,"Seriously, Bell, answer me something: does the game kill you when you die on the game? Does the game kill you because you have it in your possession? Or does the game kill you period because you played it? Which is it?",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.35, 'neu': 0.61, 'pos': 0.041, 'compound': -0.965}",-0.965
m/casino_royale,Casino Royale,Jason Best,False,Certified-Fresh,Fresh,2017,"When Bond kills an adversary in a hotel stairwell, the violence is nasty and brutal - and you feel bystander Vesper's shock and revulsion too. She doesn't merely wince and get over it, as so many of her predecessors did; she's clearly traumatised.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.393, 'neu': 0.561, 'pos': 0.046, 'compound': -0.9657}",-0.9657
m/a_most_wanted_man,A Most Wanted Man,Will Leitch,False,Certified-Fresh,Fresh,2014,"A political thriller, sure, but mostly a study in sad, defeated obsession ... and how goddamned cruel the world can be.",mostly_male,"['Drama', 'Mystery & Suspense']","{'neg': 0.578, 'neu': 0.341, 'pos': 0.081, 'compound': -0.9659}",-0.9659
m/bad_kids_go_to_hell,Bad Kids Go to Hell,Charles Ealy,False,Rotten,Fresh,2012,"The movie suffers from several implausibilities, and as you can probably tell, it isn't high art. But horror movies usually tap into our secret fears and desires, and Bad Kids Go to Hell does so quite well.",male,"['Comedy', 'Mystery & Suspense']","{'neg': 0.389, 'neu': 0.549, 'pos': 0.062, 'compound': -0.9659}",-0.9659
m/all_is_lost_2013,All Is Lost,Simon Gallagher,False,Certified-Fresh,Fresh,2013,"A grim and rather relentless analogy for the slow march towards death: every bad thing can and does happen, with almost comical inevitability, and by the hour mark, you find yourself begging for a shark attack that might put poor Red out of his misery.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.361, 'neu': 0.619, 'pos': 0.021, 'compound': -0.9674}",-0.9674
m/blue_caprice_2013,Blue Caprice,David Harris,False,Certified-Fresh,Fresh,2019,"Richmond has few lines, but the young actor commands the screen with his simmering rage, making it entirely believable that this once scared boy could turn into a remorseless killer.",male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.9688}",-0.9688
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,Matthew Pejkovic,False,Certified-Fresh,Fresh,2010,"Before the Devil Knows You're Dead is an immensely disturbing and tragic morality tale, which focuses on the consequences and repercussions of a sinister act driven by greed.",male,"['Drama', 'Mystery & Suspense']","{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.9705}",-0.9705
m/byzantium_2012,Byzantium,Cath Clarke,True,Fresh,Rotten,2013,"What's really missing is the vampire's tragedy: that ache, the loss of feeling, the sense that in killing death, the essence of what it is to be human is destroyed.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.498, 'neu': 0.47, 'pos': 0.032, 'compound': -0.9712}",-0.9712
m/a_tale_of_two_sisters,A Tale of Two Sisters,Ken Fox,False,Certified-Fresh,Fresh,2004,"Like a fairy tale set in a haunted house, this terrifying psychological horror yarn from Korea preys upon deep-rooted fears of adolescence, insanity and evil stepparents while scaring the bejabbers out of us.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.488, 'neu': 0.462, 'pos': 0.05, 'compound': -0.9712}",-0.9712
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,James Kendrick,False,Certified-Fresh,Fresh,2008,"Sometimes it feels like too much, but then again, Before the Devil Knows You're Dead is an exercise in piling it on, with each plot twist all but guaranteeing the absolute damnation of its struggling characters,",male,"['Drama', 'Mystery & Suspense']","{'neg': 0.387, 'neu': 0.581, 'pos': 0.033, 'compound': -0.9716}",-0.9716
m/1175174-funny_games,Funny Games,Rick Groen,True,Rotten,Fresh,2008,"You will be deeply disturbed, but you will watch obsessively. You will be haunted, and manipulated, and angered, and you will suffer pangs of guilt, too.",male,['Mystery & Suspense'],"{'neg': 0.547, 'neu': 0.453, 'pos': 0.0, 'compound': -0.9718}",-0.9718
m/antebellum,Antebellum,Gary Wolcott,False,Rotten,Rotten,2020,Messages about the horror and insanity of racism are absolutely wasted in this absolutely horrible horror movie.,male,"['Horror', 'Mystery & Suspense']","{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.9735}",-0.9735
m/1113638-murder_by_numbers,Murder by Numbers,Debbie Lynn Elias,False,Rotten,Rotten,2019,"This is a film about obsession - obsession with getting away with murder - obsession with solving a murder - obsession with showing how to elude capture in a murder. Sadly, the audience won't be obsessed with watching it.",female,"['Drama', 'Mystery & Suspense']","{'neg': 0.496, 'neu': 0.431, 'pos': 0.073, 'compound': -0.9738}",-0.9738
m/bullet_to_the_head,Bullet to the Head,Bill Newcott,False,Rotten,Fresh,2016,"Stallone's dead eyes are betrayed only occasionally by glimmers of humanity: when he spares a would-be victim who happens to be in the wrong place at the wrong time, or when he takes vengeance upon a particularly bad bad guy.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.9755}",-0.9755
m/akmareul_boattda,I Saw the Devil,James Wegg,False,Certified-Fresh,Rotten,2012,"In filmmaker Kim Jee-woon's latest offering, the generous runtime begins with narrative promise but soon settles for near-ridiculous plot twists in order set up the next sadistic rape, murder, torture or terror most foul.",male,"['Art House & International', 'Mystery & Suspense']","{'neg': 0.42, 'neu': 0.51, 'pos': 0.069, 'compound': -0.9757}",-0.9757
m/10008606-eye,The Eye,Alonso Duralde,False,Rotten,Rotten,2008,"What's worse than a bad American remake of a terrifying Asian horror movie? Why, a bad American remake of a crappy Asian horror movie, of course.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.9771}",-0.9771
m/butterfly_effect,The Butterfly Effect,Maitland McDonagh,False,Rotten,Rotten,2004,"Deeply disturbing material -- murder, suicide, insanity, kiddie porn, animal abuse and more -- mixes uncomfortably with the film's time-travel conceit, which requires some serious suspension of disbelief.",unknown,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.9775}",-0.9775
m/1205377-last_house_on_the_left,The Last House on the Left,Owen Gleiberman,True,Rotten,Rotten,2009,"This remake is merely vile (and dull), with a badly miscast Tony Goldwyn as the raging dad who makes revenge for his daughter's violation look more gratuitously brutal than the crime.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.522, 'neu': 0.478, 'pos': 0.0, 'compound': -0.9778}",-0.9778
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,Shawn Levy,False,Certified-Fresh,Fresh,2007,"Emotionally brutal, ferociously acted, crafted with unflagging expertise and relentlessly locked in its vision of human darkness, Before the Devil Knows You're Dead is as grim and despairing as any tragedy by Sophocles or Shakespeare.",mostly_male,"['Drama', 'Mystery & Suspense']","{'neg': 0.503, 'neu': 0.462, 'pos': 0.036, 'compound': -0.9805}",-0.9805
m/american_animals,American Animals,Roe McDermott,False,Certified-Fresh,Fresh,2018,"But as the men learn, violent crime isn't fun, or glamorous - it's terrifying and anxiety-laden and ultimately, doomed. But my god, is it fun to watch.",unknown,"['Comedy', 'Drama', 'Mystery & Suspense']","{'neg': 0.605, 'neu': 0.344, 'pos': 0.051, 'compound': -0.9861}",-0.9861
