rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1020130-sting,The Sting,John Ferguson,False,Certified-Fresh,Fresh,2014,"The sting itself is as audacious as it is elaborate, but the real pleasure comes from the chemistry between the two leads, the lovingly created 1930s settings and Marvin Hamlisch's inspired reworking of Scott Joplin's music.",male,"['Classics', 'Comedy', 'Drama']","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9643}",0.9643
m/australia,Australia,Mike Sage,False,Rotten,Rotten,2008,"Had the team abandoned the tediously tidy final third of the film and all the awful World War II shenanigans we obviously don't care about, Australia would be a wild romp.",male,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Romance']","{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.9105}",-0.9105
m/1008931-green_berets,The Green Berets,Renata Adler,True,Rotten,Rotten,2005,"Simplicities of the right, simplicities of the left, but this one is beyond the possible. It is vile and insane. On top of that, it is dull.",female,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.336, 'neu': 0.606, 'pos': 0.058, 'compound': -0.9109}",-0.9109
m/ben_hur_2016,Ben-Hur,Sarah Marrs,False,Rotten,Rotten,2017,"Without the romantic subtext, Ben-Hur is left with a rather ugly moral about destroying your enemies at all costs and only forgiving them once you've ruined their lives.",female,"['Classics', 'Drama']","{'neg': 0.393, 'neu': 0.534, 'pos': 0.074, 'compound': -0.911}",-0.911
m/1015052-night_of_the_living_dead,Night of the Living Dead,Anton Bitel,False,Certified-Fresh,Fresh,2007,"This is horror at its most probing, subversive and socially aware, with a truly harrowing ending that reveals the dangers of misdirected fear and prejudice.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.427, 'neu': 0.493, 'pos': 0.079, 'compound': -0.9132}",-0.9132
m/apocalypto,Apocalypto,Scott Foundas,False,Fresh,Fresh,2006,"While there has been no shortage of recent films that decry the horrors of war and man's inhumanity to his fellow man, I know of none other quite this sickeningly powerful.",male,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.368, 'neu': 0.56, 'pos': 0.072, 'compound': -0.9137}",-0.9137
m/10000_bc,"10,000 B.C.",Nick Rogers,False,Rotten,Rotten,2010,"Some backgrounds look as though Roland Emmerich and crew broke into a museum after hours and filmed in dioramas. Rather than a disaster film, this was just plain disaster - a departure from Emmerich's usually effective milieu and his most moronic movie.",male,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.293, 'neu': 0.646, 'pos': 0.061, 'compound': -0.9168}",-0.9168
m/1005371-day_the_earth_stood_still,The Day the Earth Stood Still,Michael Booth,True,Certified-Fresh,Fresh,2007,"The Day the Earth Stood Still may at first look like goofy, outdated science fiction, but its timeless warnings about violence, nuclear confrontation and the difficulties of policing the planet have made it an enduring cultural classic.",male,"['Classics', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.296, 'neu': 0.667, 'pos': 0.036, 'compound': -0.9253}",-0.9253
m/apocalypto,Apocalypto,Willie Waffle,False,Fresh,Rotten,2006,a borderline movie stuck with a remarkably difficult marketing problem and lots of bloody violence.,mostly_male,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.648, 'neu': 0.352, 'pos': 0.0, 'compound': -0.9294}",-0.9294
m/1018323-scarface,Scarface,Variety Staff,True,Certified-Fresh,Fresh,2008,"Scarface contains more cruelty than any of its gangster picture predecessors, but there's a squarer for every killing. The blows are always softened by judicial preachments and sad endings for the sinners.",unknown,"['Classics', 'Drama']","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.9306}",-0.9306
m/carlos_2010,Carlos,Marshall Fine,False,Certified-Fresh,Rotten,2010,Here's the bottom line: Would people be singing the praises of this film if it was equally well-made but was the story of Mohamed Atta? A terrorist is a terrorist.,male,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.325, 'neu': 0.62, 'pos': 0.055, 'compound': -0.9313}",-0.9313
m/1018323-scarface,Scarface,John Beifuss,False,Certified-Fresh,Fresh,2011,Completely relevant: Citizens complain that access to technologically more efficient guns is partly to blame for the crime wave; they fret over illegal immigrants; they worry that the 'new breed' of criminal is more uncivilized than its predecessor...,male,"['Classics', 'Drama']","{'neg': 0.349, 'neu': 0.592, 'pos': 0.059, 'compound': -0.9348}",-0.9348
m/ben_hur_2016,Ben-Hur,Graeme Tuckett,False,Rotten,Rotten,2016,"Nothing but a technical exercise in complete pointlessness. I've seen far worse films, but I haven't seen a film that deserved to fail quite as badly as this in years.",male,"['Classics', 'Drama']","{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.9379}",-0.9379
m/1003217-bug,Bug,Steve Crum,False,Rotten,Rotten,2008,"Dumb, dumb horror flick on C level starring killer bugs.",male,"['Classics', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.745, 'neu': 0.255, 'pos': 0.0, 'compound': -0.9393}",-0.9393
m/1013227-manchurian_candidate,The Manchurian Candidate,James Kendrick,False,Certified-Fresh,Fresh,2001,"the film still feels taut, scathing, and paranoid because it cuts to the heart of mass fears and how those fears, whatever they may be, can be manipulated and exploited by the powerful-something that is no different today than it was in 1962.",male,"['Classics', 'Drama', 'Mystery & Suspense']","{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.9393}",-0.9393
m/1015052-night_of_the_living_dead,Night of the Living Dead,Christopher Lloyd,False,Certified-Fresh,Fresh,2011,"""Night of the Living Dead"" became a seminal film without being a particularly good one. It nudged horror movies away from creepy-but-family-friendly into adult films featuring gruesome violence and nihilistic overtones.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.9405}",-0.9405
m/1002332-big_heat,The Big Heat,Mike Massie,False,Fresh,Fresh,2020,"Director Fritz Lang has no problems with a high body count, confronting death realistically, and showing violence against women - by both the protagonists and the antagonists.",male,"['Classics', 'Drama', 'Mystery & Suspense']","{'neg': 0.475, 'neu': 0.525, 'pos': 0.0, 'compound': -0.9451}",-0.9451
m/1011328-julius_caesar,Julius Caesar,Michael Sragow,True,Fresh,Fresh,2016,"Over Caesar's corpse Brando begins to mix grief, rage, cunning, and ferocity; his reading of the funeral oration is so quakingly angry you understand why it would rouse the rabble.",male,"['Classics', 'Drama', 'Mystery & Suspense']","{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.9537}",-0.9537
m/bonnie_and_clyde,Bonnie and Clyde,Penelope Gilliatt,True,Certified-Fresh,Fresh,2013,"Bonnie and Clyde don't really know that killing kills. The film does -- unlike the run of movies about violence now, which mostly know that killing sells.",female,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.424, 'neu': 0.576, 'pos': 0.0, 'compound': -0.9579}",-0.9579
m/alexander,Alexander,Nell Minow,False,Rotten,Rotten,2004,"A horrendously bad movie, a genuine 40-car pile-up of literally epic proportions, a three-way head-on collision of bad writing, bad acting, and bad direction.",female,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.564, 'neu': 0.436, 'pos': 0.0, 'compound': -0.9607}",-0.9607
m/alexander,Alexander,Matthew Turner,False,Rotten,Rotten,2005,"Colin Farrell is woefully miscast in the lead, but that's the least of Alexander's problems because the film is a disaster on an epic scale: sprawling, messy, incoherent and an early contender for one of the worst movies of 2005.",male,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.365, 'neu': 0.603, 'pos': 0.032, 'compound': -0.9648}",-0.9648
