rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1217083-passing_strange,Passing Strange,Sean Axmaker,False,Fresh,Fresh,2010,"It's a joyous production; the music is alive and dynamic, the skits are clever and funny and self-effacing and the show crackles with energy...",male,"['Documentary', 'Musical & Performing Arts', 'Television']","{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9349}",0.9349
m/1006037-doctor_zhivago,Doctor Zhivago,Phil Hall,False,Certified-Fresh,Fresh,2010,A triumph of great entertainment. Whether it is great filmmaking is a matter of taste.,male,"['Classics', 'Drama', 'Television', 'Romance']","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9349}",0.9349
m/behind_the_candelabra,Behind the Candelabra,Rich Cline,False,Certified-Fresh,Fresh,2013,"Much more than a biopic about Liberace, this expertly assembled film recounts a true love story in a way we rarely see on-screen: with honest humour, real feeling and startling insight.",mostly_male,"['Drama', 'Television']","{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9349}",0.9349
m/being_elmo_a_puppeteers_journey,Being Elmo: A Puppeteer's Journey,Lisa Kennedy,True,Certified-Fresh,Fresh,2011,The film also provides an inspiring reminder for the young and the rest of us that there is a vital relationship between the best kind of work and passionate play.,female,"['Documentary', 'Television']","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9325}",0.9325
m/being_elmo_a_puppeteers_journey,Being Elmo: A Puppeteer's Journey,Susan Granger,False,Certified-Fresh,Fresh,2012,"Adoring, feel-good, sweet documentary about Kevin Clash, best known as Elmo's hand, voice and soul.",female,"['Documentary', 'Television']","{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9325}",0.9325
m/1146572-honeymooners,The Honeymooners,Paul Doro,False,Rotten,Rotten,2005,The movie falls into a quickly boring pattern: Ralph does something boneheaded. Ed says something stupid and falls down. Alice becomes exasperated with Ralph. Repeat.,male,"['Comedy', 'Drama', 'Television']","{'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.8176}",-0.8176
m/carlos_2010,Carlos,Stella Papamichael,False,Certified-Fresh,Fresh,2010,"The fictionalised account of Carlos's personal life is intriguing, but the deeper root of his anger remains unclear beyond the rhetoric.",female,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.8201}",-0.8201
m/1193303-1193303-trumbo,Trumbo,Matthew Sorrento,False,Certified-Fresh,Fresh,2008,"By itself, the golden age of Trumbo's career would make for an inspired documentary. But, alas, history situates him in another story, a tragedy that nearly consumed him and many other members of Hollywood.",male,"['Documentary', 'Television']","{'neg': 0.214, 'neu': 0.734, 'pos': 0.051, 'compound': -0.8248}",-0.8248
m/addicted_to_fame,Addicted To Fame,Nick McCarthy,False,Rotten,Rotten,2012,The cinematic equivalent of staging a disaster and then bitching about the mess.,male,"['Comedy', 'Documentary', 'Special Interest', 'Television']","{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.8271}",-0.8271
m/behind_the_candelabra,Behind the Candelabra,Hank Stuever,True,Certified-Fresh,Rotten,2013,"The story as told is just too depressing, too empty and, most of all, too dead and gone.",male,"['Drama', 'Television']","{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.8271}",-0.8271
m/afghan_star,Afghan Star,Ben Mankiewicz,True,Certified-Fresh,Fresh,2009,"If you think American Idol is a cultural phenomenon here, imagine its impact on a country devastated by 30 years of internal strife, religious intolerance, civil war and foreign invasion.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.836}",-0.836
m/carlos_2010,Carlos,Robert Roten,False,Certified-Fresh,Fresh,2010,"Carlos was like a terrorist version of James Bond, a high-living, jet-setting playboy terrorist for hire.",male,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.41, 'neu': 0.48, 'pos': 0.109, 'compound': -0.836}",-0.836
m/addicted_to_fame,Addicted To Fame,Nathan Rabin,True,Rotten,Rotten,2012,"Judging by the film's alternately self-pitying, self-aggrandizing, and bitter tone, the schlock director is afflicted with a bizarre lack of self-consciousness to rival Smith's own impregnable wall of self-delusion.",male,"['Comedy', 'Documentary', 'Special Interest', 'Television']","{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.836}",-0.836
m/afghan_star,Afghan Star,Michael Upchurch,True,Certified-Fresh,Fresh,2009,"An informative documentary revealing how decades of war and years of Taliban repression have fallen to the wayside, however briefly, as Kabul's answer to American Idol seduces a violence-weary Afghanistan.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.8402}",-0.8402
m/1146572-honeymooners,The Honeymooners,Carina Chocano,True,Rotten,Rotten,2005,John Leguizamo steals the show as its sleazy trainer -- not that there's much to steal from John Schultz's joylessly schematic paycheck.,female,"['Comedy', 'Drama', 'Television']","{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8481}",-0.8481
m/carlos_2010,Carlos,Sean Axmaker,False,Certified-Fresh,Fresh,2016,Olivier Assayas' epic account of the life and myth of real-life terrorist Carlos the Jackal is a mesmerizing portrait of a committed activist who transforms himself into a media-hungry rock star of an international terrorist.,male,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.232, 'neu': 0.716, 'pos': 0.052, 'compound': -0.8519}",-0.8519
m/15_minutes,15 Minutes,Steve Rhodes,False,Rotten,Fresh,2001,The intriguing movie works in fits and spurts but keeps you with it even with some troubling logical problems.,male,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']","{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.8519}",-0.8519
m/15_minutes,15 Minutes,Elias Savada,False,Rotten,Rotten,2001,Fifteen Minutes pretty much recycles the media paranoia and fear found in Mad City with passing stabs at Snuff and Payback. It sinks quickly off the waters of lower Manhattan.,male,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']","{'neg': 0.332, 'neu': 0.59, 'pos': 0.079, 'compound': -0.8519}",-0.8519
m/1003076-brians_song,Brian's Song,Pat Graham,True,Fresh,Rotten,2008,Made-for-TV eyewash for disheartened Bears fans to drown their sorrows in.,andy,"['Classics', 'Drama', 'Television']","{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.8591}",-0.8591
m/afghan_star,Afghan Star,Mark R. Leeper,False,Certified-Fresh,Fresh,2010,The film is both optimistic and depressing. This film is about a real war with real deaths that is going on in Afghanistan and one of the battlefields of that war is a pop music contest on television.,male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.27, 'neu': 0.68, 'pos': 0.05, 'compound': -0.875}",-0.875
m/best_worst_movie,Best Worst Movie,Cary Darling,True,Certified-Fresh,Fresh,2010,Some movies are just bad. Some are so bad they're good. And others are so intensely bad that they rise to a level of perverse greatness.,mostly_male,"['Comedy', 'Documentary', 'Television']","{'neg': 0.365, 'neu': 0.548, 'pos': 0.087, 'compound': -0.8789}",-0.8789
m/15_minutes,15 Minutes,Kenneth Turan,True,Rotten,Fresh,2001,"Its savage indictment of the nexus involving media, crime and a voracious public is a cinematic statement difficult to ignore.",male,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']","{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8885}",-0.8885
m/15_minutes,15 Minutes,John Zebrowski,True,Rotten,Rotten,2001,Two horrifyingly bad hours that should stand as a reminder to keep Hollywood away from big issues or anything else it can put in its mouth and choke on.,male,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']","{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.9062}",-0.9062
m/carlos_2010,Carlos,Damien Love,False,Certified-Fresh,Fresh,2010,"Assayas, hopping the globe from bloody episode to bloody episode with little pause for reflection, offers a concise history in how radical political violence played out across Europe during the final Cold War years.",male,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.312, 'neu': 0.633, 'pos': 0.054, 'compound': -0.9081}",-0.9081
m/carlos_2010,Carlos,Marshall Fine,False,Certified-Fresh,Rotten,2010,Here's the bottom line: Would people be singing the praises of this film if it was equally well-made but was the story of Mohamed Atta? A terrorist is a terrorist.,male,"['Art House & International', 'Classics', 'Drama', 'Television']","{'neg': 0.325, 'neu': 0.62, 'pos': 0.055, 'compound': -0.9313}",-0.9313
