rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1125461-luther,Luther,John Monaghan,True,Rotten,Fresh,2003,"For a movie about a man of ideas, Luther is pretty exciting stuff.",male,"['Drama', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.7506}",0.7506
m/10006007-the_second_chance,The Second Chance,Maitland McDonagh,False,Rotten,Rotten,2006,"It is earnest, cliched, often awkward and unlikely to inspire anyone who isn't already thoroughly sold on its message of salvation through community activism.",unknown,"['Drama', 'Faith & Spirituality']","{'neg': 0.054, 'neu': 0.709, 'pos': 0.236, 'compound': 0.7506}",0.7506
m/black_nativity,Black Nativity,Susan Granger,False,Rotten,Fresh,2013,"Sincerely spiritual and inspirational, turning the movie theater into a church and preaching to the choir.",female,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7506}",0.7506
m/8-the-mormon-proposition,8: The Mormon Proposition,Mark Feeney,True,Fresh,Rotten,2010,It's so one-sided you hardly care after a while that the side it's on is so clearly the right one.,male,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7505}",0.7505
m/black_nativity,Black Nativity,Lapacazo Sandoval,False,Rotten,Fresh,2018,"I'm just going to describe the experience as Lemmons-esque, the result of a fearless and passionate dreamer whose deeper imaginative realms have become recognizable in her work.",unknown,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.743}",0.743
m/10_questions_for_the_dalai_lama,10 Questions for the Dalai Lama,Richard Nilsen,True,Fresh,Rotten,2007,"The film never rises above the spiritual or intellectual level of a TV news anchor. It is a dispiriting film to watch, if you have any real interest in the subject.",male,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.743}",0.743
m/1021015-ten_commandments,The Ten Commandments,John J. Puccio,False,Fresh,Fresh,2006,"...a benchmark of comparison for all super spectaculars, and in its restored, high-definition Blu-ray presentation, it's more spectacular than ever.",male,"['Classics', 'Drama', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.743}",0.743
m/augustine_2012,Augustine,Chris Barsanti,False,Fresh,Rotten,2013,"A lushly filmed, fascinating true story about the relationship between a groundbreaking French doctor and his ""hysteric"" female patient buries itself with a simplistic approach and deadly-dull dialogue.",mostly_male,"['Art House & International', 'Documentary', 'Drama', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.743}",0.743
m/black_nativity,Black Nativity,Ray Pride,False,Rotten,Fresh,2014,"Defiantly simple, like earlier stage pageants based on Langston Hughes' Christmas play, Kasi Lemmons' ""Black Nativity"" gains power through its directness.",mostly_male,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.743}",0.743
m/bonhoeffer,Bonhoeffer,Frederic and Mary Ann Brussat,False,Fresh,Fresh,2003,A moving tribute to the Christian theologian and martyr; it is really quite amazing to see how relevant the ethical concerns he struggled with are to the moral dilemmas of our times.,male,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.063, 'neu': 0.735, 'pos': 0.201, 'compound': 0.7408}",0.7408
m/black_nativity,Black Nativity,John Beifuss,False,Rotten,Rotten,2013,Lemmons' refusal to go for cheap laughs and easy uplift places her at odds with the cliched and predictable aspects of her own screenplay. The movie overall is earnest and respectful but unexciting,male,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7351}",0.7351
m/black_nativity,Black Nativity,Richard Propes,False,Rotten,Fresh,2020,"If not for the presence of Oscar winner Forest Whitaker, Black Nativity would likely be an easily tossed away film for anyone.",male,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.7351}",0.7351
m/10_questions_for_the_dalai_lama,10 Questions for the Dalai Lama,Frank Scheck,True,Fresh,Fresh,2007,"Part history lesson and part profile, the film presents a concise, cogent account of recent Tibetan history as well as an engrossing onscreen conversation with one of the world's great spiritual leaders.",male,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7351}",0.7351
m/1194589-heart_of_the_beholder,Heart of the Beholder,Christopher Null,False,Fresh,Fresh,2005,"an engaging, well-acted, and often delightful little movie",male,"['Drama', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}",0.7351
