rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",David Cornelius,False,Fresh,Fresh,2006,"This is one of Disney's best, and one of the all-time adventure greats. And that, I swear by my tattoo.",male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Variety Staff,True,Fresh,Fresh,2007,"Walt Disney's production of 20000 Leagues under the Sea is very special kind of picture, combining photographic ingenuity, imaginative story telling and fiscal daring.",unknown,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Dave Kehr,True,Fresh,Fresh,2007,Grandly entertaining.,male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Steve Biodrowski,False,Fresh,Fresh,2008,"Far superior to the majority of genre efforts from the period (or any period, for that matter), with production design and technical effects that have dated hardly at all.",male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Richard Luck,False,Fresh,Fresh,2009,"A breathtaking piece of entertainment, 20,000 Leagues Under the Sea is amongst the finest live-action films to come out of Disney Studios.",male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Christopher Lloyd,False,Fresh,Fresh,2010,"James Mason's portrayal of Captain Nemo is a hard-edged, dramatic performance, with no winking nods or cartoonish layers. You could transport Mason whole into a much darker movie with R-rated violence, and he would fit like a glove.",male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Scott G. Mignola,False,Fresh,Fresh,2011,A classic action-adventure for older kids.,male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Rob Humanick,False,Fresh,Rotten,2011,Bring on the David Fincher-helmed remake.,male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000079-20000_leagues_under_the_sea,"20,000 Leagues Under The Sea",Dennis Schwartz,False,Fresh,Fresh,2012,A good one that could have been better with a little less Kirk Douglas and more scientific things to gawk at in wonder.,male,"['Action & Adventure', 'Drama', 'Kids & Family']"
m/1000334-adventures_of_mark_twain,The Adventures of Mark Twain,Scott Weinberg,False,Fresh,Fresh,2006,There's more than enough weird and wise material to keep you entertained -- especially if you're an animation buff or a Samuel Clemens aficionado.,male,"['Action & Adventure', 'Animation', 'Kids & Family']"
m/1000334-adventures_of_mark_twain,The Adventures of Mark Twain,Brian Costello,False,Fresh,Fresh,2013,Dry humor and scary scenes abound in Twain overview.,male,"['Action & Adventure', 'Animation', 'Kids & Family']"
m/1000334-adventures_of_mark_twain,The Adventures of Mark Twain,Vincent Canby,True,Fresh,Rotten,2019,"Everything looks soft, squashy and sort of ugly.",male,"['Action & Adventure', 'Animation', 'Kids & Family']"
m/1000334-adventures_of_mark_twain,The Adventures of Mark Twain,Craig Skinner,False,Fresh,Fresh,2019,Such a wonderfully entertaining and rather charming film.,male,"['Action & Adventure', 'Animation', 'Kids & Family']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Ed Gonzalez,False,Rotten,Fresh,2006,Luc Besson's Arthur and the Invisibles clears the smog left behind by the year's dubious family entertainments.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Robert Koehler,True,Rotten,Rotten,2006,The bucolic wonder buried in Luc Besson's Arthur and the Invisibles has been snuffed out by this alienating and dislikable animated film. As overproduced and acrid as The Messenger: The Story of Joan of Arc and The Fifth Element.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Kirk Honeycutt,True,Rotten,Rotten,2006,Besson drags things out considerably for his young audience at 122 minutes. The CG work is clever but cannot measure up to Pixar's standards in cleverness or imagination. Nothing is fresh here.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jean Oppenheimer,False,Rotten,Rotten,2006,"[Actor Freddie] Highmore is sweetly exuberant, but the voice talent is uneven, and the only really clever bits find the CGI characters navigating real live foliage.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Andy Klein,False,Rotten,Rotten,2006,Arthur's frequent returns to reality break the mood and seem to serve little narrative purpose besides beefing up Farrow's role.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jim Hemphill,False,Rotten,Rotten,2006,"The routine story and lack of real warmth make this a movie to endure with one's children, not to share with them.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Alex Chun,True,Rotten,Rotten,2006,"Director Luc Besson admits he knew nothing about animation before he started this project, and it shows.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Boyd van Hoeij,False,Rotten,Fresh,2007,"Admirably blends animation and live-action and has a lot on offer for kids, though adults will probably yawn more than once at the predictable twists and turns of the plot.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Rich Cline,False,Rotten,Rotten,2007,"Several parts of the narrative don't gel, feeling designed simply to look cool or sound funny.",mostly_male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Urban Cinefile Critics,False,Rotten,Rotten,2007,"Somewhere between cute and weird, Arthur and the Invisibles tries to be too many things in a frantic bid to be uber-creative, young, hip and relevant, expecting its technological prowess to be heartwarming and impressive.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Robin Clifford,False,Rotten,Rotten,2007,...a cute and sassy little fantasy film that borrows from many sources (oft times forgoing originality for familiarity).,mostly_male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Joseph Proimakis,False,Rotten,Rotten,2007,full review in Greek,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jean Oppenheimer,True,Rotten,Fresh,2007,"Predictable and overly busy, this sci-fi adventure should nonetheless appeal to game-savvy tots, especially those familiar with the source material.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),David Nusair,False,Rotten,Rotten,2007,...there's exceedingly little here to hold the interest of even the most patient adult.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Willie Waffle,False,Rotten,Rotten,2007,"Starts off as an innocent, wholesome family adventure, but, when it becomes animated, Arthur is on the path to throwing back drinks in da club with Snoop Dogg and his posse.",mostly_male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jim Lane,False,Rotten,Fresh,2007,"The story isn't terribly original, but Besson gives it a fuel-injected energy...",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Josh Larsen,False,Rotten,Rotten,2007,Besson ... even dresses up the main female character in the sort of action-babe getup assigned to Milla Jovovich in his own The Fifth Element.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Matt Stevens,False,Rotten,Rotten,2007,"The film touts its 'dazzling' hybrid of live action and 'groundbreaking' CGI, but the visuals can't compare to Happy Feet or any Pixar release.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Nell Minow,False,Rotten,Rotten,2007,The underground adventures are an unfortunate mixture of po-mo snark and potty humor (some just plain pot humor as well).,female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Monica A. Reyhani,False,Rotten,Fresh,2007,"Ultimately, Besson has made an interesting, if shaky in places, homage to childhood.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Steven Rea,True,Rotten,Rotten,2007,"Luc Besson, the most-Hollywoodish of Gallic directors, has adapted his own series of popular (in France) kid-lit tomes to produce a glossy, expensive ($84 million) and long-winded mix of live action and computer animation.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),David Germain,True,Rotten,Rotten,2007,"A mishmash with a distinctive but disorderly animation palette whose top-notch voice cast -- including Robert De Niro, Madonna and David Bowie -- gets lost in the muck.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Sean Axmaker,False,Rotten,Rotten,2007,... a stiff affair that mixes overripe live action and starchy CGI animation.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Desson Thomson,True,Rotten,Rotten,2007,"This children's epic is slowed considerably by a convoluted, multi-tiered plotline in which we bounce between the human world and the Minimoy one. None of the characters are compelling, despite the star-studded vocal cast behind them.",unknown,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Bill Muller,True,Rotten,Rotten,2007,"There's no time to sort out the players or the story as things rush ahead at an overwrought pace. Huge amounts of backstory are just plopped down in front of us, so fast and furiously that it makes little sense.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Michael Wilmington,True,Rotten,Fresh,2007,"It's a pretty good picture, albeit a strange one.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),M. K. Terrell,False,Rotten,Rotten,2007,This mix of computer animation and live action promises much but never really comes together. Haphazard voice dubbing and lack of originality don't help.,unknown,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Chris Hewitt,False,Rotten,Rotten,2007,"The adventure turns out to be a drag. When Arthur goes on a ruby hunt, the movie shifts to animation, and he meets the Minimoys, fairy creatures who look like those troll dolls that become inexplicably popular every 20 years.",mostly_male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),John Anderson,True,Rotten,Rotten,2007,"Arthur and the Invisibles makes an excellent case against casting animated movies with celebrity voices. There are people who make their living as voiceover artists, and they would have been infinitely better than the lackluster Robert De Niro.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jonathan Rosenbaum,True,Rotten,Fresh,2007,"Luc Besson has never been one of my favorite filmmakers, but he seems to have found his metier in children's fantasy, and this semianimated adventure is enjoyable and imaginative despite its formulaic qualities.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Mark Palermo,False,Rotten,Rotten,2007,"Mess that it is, it carries a distinctive tone and visual effort.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Phil Villarreal,False,Rotten,Rotten,2007,Audiences should ignore this one until Arthur becomes invisible.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Angel Cohn,False,Rotten,Rotten,2007,"Succumbing to the in-joke trend popular in children's films, Luc Besson's visually attractive movie spoils its own fantasy spell with anachronistic references and a quickly resolved story line.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Geoff Pevere,True,Rotten,Rotten,2007,"While technically polished and adequately executed Arthur, like most of Besson's movies, is a strangely soulless experience.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Peter Hartlaub,True,Rotten,Rotten,2007,"Besson is a pro when it comes to action movies, but this part live, part animation effort is a mess, highlighted by creepy animation, derivative plot points and a child star who speaks way too fast.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),James Hebert,False,Rotten,Rotten,2007,"The story [Besson] co-wrote for Arthur is workable, even clever at times, but the visualization of the Minimoys and their crib is weird and almost aggressively off-putting -- like an episode of When CGI Attacks!",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jack Garner,False,Rotten,Rotten,2007,The film jumps and starts all over the place and simply isn't cohesive enough to appeal much beyond youngsters.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Neil Genzlinger,True,Rotten,Rotten,2007,Luc Besson serves up a hybrid of live actors and computer-generated figures to tell a not-endearing-enough story about a boy who shrinks to microscopic size to find his missing grandfather.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Keith Phipps,True,Rotten,Rotten,2007,[Arthur and the Invisibles is] a film for kids who want to know what headaches feel like.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Sean P. Means,False,Rotten,Rotten,2007,"Nothing in this movie works. Maybe all that tweaking helped, but I'm not betting on it.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Roger Moore,True,Rotten,Rotten,2007,"There's a reason American animated filmmakers don't use the great Robert De Niro, Jason Bateman and Madonna to voice their cartoons. These big names add nothing to this frustrating goulash of fairy tales and fantasy-film ingredients.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Kyle Smith,True,Rotten,Rotten,2007,This kids' cartoon from France is such a surreally demented attempt to connect with children that it's the equivalent of foie gras breakfast cereal or a bleu cheese milkshake.,mostly_female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jack Mathews,True,Rotten,Rotten,2007,"Good intentions, a full complement of parts, and proper assembly do not guarantee a successful result.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Meg Jones,False,Rotten,Fresh,2007,"It might have been just another humdrum children's film if not for Highmore, who brings the same charm he did in Charlie and the Chocolate Factory and Finding Neverland to this fun movie.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Peter Debruge,True,Rotten,Rotten,2007,"Directed by Luc Besson, this inventive family movie sets up the most delightful premise, then squanders it on the kind of yawn-inducing CG adventure you might expect from one of those long, plot-heavy cut scenes that slow down video games.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Fred Topel,False,Rotten,Fresh,2007,"They look like a cross between anime and Jim Henson puppets. Fortunately, they look nothing like Pixar, PDI, Sony Animation or any of the other talking animal companies.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Robert W. Butler,False,Rotten,Rotten,2007,"Apparently Besson became so enamored of CG animation's possibilities that he forgot basic rules ... such as the one about animation thriving on clear-cut, distinctive characters whose personalities are established in the first few seconds they're on screen.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jim Slotek,False,Rotten,Rotten,2007,"The movie is too long by half for its relatively simple plot. And letting kids get antsy, as any parent can tell you, is the biggest sin a filmmaker can commit.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Rick Groen,True,Rotten,Rotten,2007,"Arthur and the Invisibles may be a tale for children, but it's got the bad habits of a profligate adult -- the thing borrows shamelessly from its betters and then pretends to be self-sustaining.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Tom Long,True,Rotten,Rotten,2007,"An odd imp of a movie, Arthur and the Invisibles may actually be filled with a bit too much invention for the average kid.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),John Monaghan,True,Rotten,Rotten,2007,"Too eccentric for kids, too silly for everyone else, it floats in a Neverland of breathtaking visuals in service of a story that pilfers everything (and I mean everything) from the Arthur legends to last summer's The Ant Bully.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jeff Vice,False,Rotten,Rotten,2007,This fantasy blend of live-action and digital animation is just never quite as wondrous as it really should be.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Teresa Budasi,True,Rotten,Rotten,2007,"There are too many things out of whack here, and too many unanswered questions.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Wade Major,False,Rotten,Rotten,2007,"Oh, what a dreaded Pandora's Box has been opened by the success of the Harry Potter and The Lord of the Rings franchises.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Ty Burr,True,Rotten,Rotten,2007,"The movie bing-bing-bings all over the place, repurposing fantasy novels, video games, Arthurian legends. Besson's grocery bill for all I know. Even the musical score has multiple-personality disorder.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jeffrey M. Anderson,False,Rotten,Fresh,2007,This is no committee-engineered product designed to boost first-quarter profits; Besson actually wants to be here.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Jeffrey Westhoff,False,Rotten,Rotten,2007,"I know this is supposed to be a children's fantasy and that the color of the Miminoys' skin should be less remarkable than their microscopic stature, but the message seems to be that an African tribe can't be cute unless it is also white.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Mark Dujsik,False,Rotten,Rotten,2007,A movie with imaginative elements but little imagination.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),MaryAnn Johanson,False,Rotten,Rotten,2007,Imagine the Smurfs meeting Troll dolls in the world of The Dark Crystal...,unknown,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Daniel M. Kimmel,False,Rotten,Rotten,2007,Youngsters should have a fine time. Adults not easily persuaded that any children's film is automatically charming might bring a book.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Eric Lurio,False,Rotten,Rotten,2007,"To put it bluntly, this film has more plot holes than a Swiss cheese.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Brian Orndorf,False,Rotten,Rotten,2007,"Highmore has been given a free pass from Besson to act his little heart out, and this gifted kid has decided to use the Dakota Fanning 3000 method of predictable, robotic child acting. It's disappointing to witness.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Betty Jo Tucker,False,Rotten,Fresh,2007,"It took me a few minutes to get used to the strange look of the Minimoy universe in 'Arthur and the Invisibles,' but I soon became enchanted with it.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Mike McGranaghan,False,Rotten,Rotten,2007,Arthur and the Invisibles has a story so psychedelic that each movie ticket purchased should also include a black light poster and some incense. Kids weaned on the likes of Pixar and Shrek won't know what to make of it.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Joshua Tyler,False,Rotten,Rotten,2007,Five pounds of poo in a one pound bag.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Gregory Kirschling,True,Rotten,Rotten,2007,"Luc Besson has made a fair share of artfully bad movies. Arthur and the Invisibles -- half-live-action, half-CG kid's adventure -- is (by a hair) more bad-bad, like The Fifth Element, than good-bad, like The Big Blue.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Kent Turner,False,Rotten,Rotten,2007,"With its Day-Glo colors and fast pace, this $80 million live action/animated film may be the first acid trip for kids.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Ken Hanke,False,Rotten,Fresh,2007,"Whatever its flaws, Arthur and the Invisibles has a handmade, personal feel that finally affords it a cockeyed endearing quality.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Derek Adams,True,Rotten,Rotten,2007,"Luc Besson's half-baked live-action/animated fantasy looks like it was invented on the hoof: it's erratically plotted, poorly animated, overly derivative and too insufferably cute to interest anyone above undemanding toddler age.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Marrit Ingman,False,Rotten,Rotten,2007,"The story is just incoherent, and the faster it moves, the more frantic it seems.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Helen O'Hara,False,Rotten,Fresh,2007,Looks like European animation is still light years behind the US and Japan. Thank goodness for Highmore and Farrow - if only the whole film had been live-action.,female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Angela Baldassarre,False,Rotten,Rotten,2007,"I'm not sure what creeped me out most in Luc Besson's ""Arthur and the Invisibles,"" the awful animation or Madonna lending her voice to a ""child"" princess.",female,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Neil Smith,True,Rotten,Rotten,2007,Besson's labour of love is a feast for the eyes but leaves the imagination distinctly undernourished.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Matthew Turner,False,Rotten,Rotten,2007,"Brightly coloured fantasy adventure with a decent premise, but the animated sections don't really work, despite the efforts of a talented cast.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Uri Lessing,False,Rotten,Fresh,2007,The Minimoys are teeny-weeny kind folk with a keen fashion sense and a wicked-cool lair. They're just like what the Borrowers would have been like if they had lived in the field behind the Urban Outfitters production factory.,male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/10004659-arthur,Arthur and the Invisibles (Arthur and the Minimoys),Stephen Garrett,True,Rotten,Rotten,2007,"A lazy fairy-tale pastiche reveling in mite-size cherubs, which cribs from gnomic mythology, elvish lore, Harry Potter, Arthurian legend and can't-pay-the-rent melodrama.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
