rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/captain_america_the_first_avenger,Captain America: The First Avenger,Johnny Gayzmonic,False,Certified-Fresh,Fresh,2018,"Nothing less than an action-packed good time with a great cast, a great lead, a great score and great action sequences. In case you haven't guessed by now, it's great.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.9761}",0.9761
m/after_the_sunset,After the Sunset,Kevin Thomas,True,Rotten,Fresh,2004,"An unalloyed delight, bright and breezy escapist fare that's pure entertainment, filled with romance, adventure, humor, action, suspense, beautiful scenery and beautiful people.",male,"['Action & Adventure', 'Comedy', 'Drama']","{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.9761}",0.9761
m/australia,Australia,Brett McCracken,False,Rotten,Fresh,2008,"It's an ode to a place (exotic to some, familiar to others), yes, but more than that, Australia is state of mind: wonderment, grandeur, beauty, love, escape, hope.",male,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Romance']","{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.976}",0.976
m/captain_marvel,Captain Marvel,Josh Wilding,False,Certified-Fresh,Fresh,2019,"Brie Larson soars as Captain Marvel in this uneven but enjoyable origin story and while there's definitely room for improvement as the character's adventures continue, it's a good start and well worth checking out.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.9757}",0.9757
m/avengers_endgame,Avengers: Endgame,Perri Nemiroff,False,Certified-Fresh,Fresh,2019,"Avengers: Endgame is a lot - sometimes too much. But, wow, the payoff is huge. It leaves you proud to have invested over a decade in a franchise that delivers an inspiring exploration of what it means to be family and a hero.",unknown,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9757}",0.9757
m/battle_for_terra_2009,Battle For Terra,Brian Orndorf,False,Rotten,Fresh,2009,"It may not possess the budget to overtake animation titans Pixar and Dreamworks, but Terra has a rich sense of purpose and intelligence, carried out by talented filmmakers and their clear adoration for the medium.",male,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9757}",0.9757
m/captain_marvel,Captain Marvel,Brandon Davis,False,Certified-Fresh,Fresh,2019,"In welcoming a female hero to the big screen as the centerpiece of her own film, Marvel Studios has an expansive and fun hit on its hands. Captain Marvel offers up a complex, heartfelt tale which will leave audiences feeling inspired and satisfied.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.02, 'neu': 0.529, 'pos': 0.451, 'compound': 0.9756}",0.9756
m/ant_man_and_the_wasp,Ant-Man and the Wasp,Rendy Jones,False,Certified-Fresh,Fresh,2018,"Offers little (no pun intended) to the entire large scope of the MCU, but as a self-contained fun summer blockbuster that only cares to have fun and for audiences to have a good time, it delivers.",unknown,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9753}",0.9753
m/1142872-sky_high,Sky High,James Rocchi,False,Fresh,Fresh,2005,"Disney's kid flick about a superhero high school isn't groundbreaking, but it is great family fun with a strong cast and a nice sense of entertainment.",male,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9749}",0.9749
m/baby_driver,Baby Driver,Nathan McVay,False,Certified-Fresh,Fresh,2017,"Edgar Wright returns with an incredible heist movie, built with love, precision and a great deal of fun. His best film yet, and surely one of the best films of the year.",male,"['Action & Adventure', 'Drama']","{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.9747}",0.9747
m/apocalypse_now,Apocalypse Now,Robert Hatch,False,Certified-Fresh,Rotten,2018,"Coppola says he wanted to get to the moral issues that are behind all wars, but I think he has done no more than demonstrate the obvious-that in Vietnam we fought a bad war.",male,"['Action & Adventure', 'Drama']","{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.9593}",-0.9593
m/10009526-public_enemies,Public Enemies,Kit Bowen,False,Fresh,Fresh,2009,"Expect good but not great. Despite the clear talent behind this highly competent film, it is a little disappointing Public Enemies is not as Best Picture quality as it purports to be.",mostly_male,"['Action & Adventure', 'Drama']","{'neg': 0.443, 'neu': 0.452, 'pos': 0.105, 'compound': -0.9595}",-0.9595
m/13_assassins_2011,13 Assassins,Duane Dudek,False,Certified-Fresh,Fresh,2011,"The grandiose concluding sequence is not staged with finesse or subtlety, but with brutal finality. It is the Japanese samurai film equivalent of a barroom brawl on an epic scale, and the violence is punishing.",male,"['Action & Adventure', 'Art House & International']","{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.9595}",-0.9595
m/attack_the_block,Attack the Block,Stephen Whitty,True,Certified-Fresh,Rotten,2011,"Unfortunately, ""Attack the Block"" makes two crucial mistakes: It doesn't have great monsters. And it doesn't have great heroes.",male,"['Action & Adventure', 'Art House & International']","{'neg': 0.627, 'neu': 0.373, 'pos': 0.0, 'compound': -0.9595}",-0.9595
m/alexander,Alexander,Nell Minow,False,Rotten,Rotten,2004,"A horrendously bad movie, a genuine 40-car pile-up of literally epic proportions, a three-way head-on collision of bad writing, bad acting, and bad direction.",female,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.564, 'neu': 0.436, 'pos': 0.0, 'compound': -0.9607}",-0.9607
m/a_good_day_to_die_hard,A Good Day To Die Hard,John Beifuss,False,Rotten,Rotten,2013,"'Do you know what I hate about the Americans? Everything.' The fifth 'Die Hard' movie offers no evidence to dispute this Russian villain's opinion, as arrogant John McClane does more damage to the former Soviet republic than a hailstorm of meteorites.",male,['Action & Adventure'],"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.9617}",-0.9617
m/aloha_2015,Aloha,Andrew Lapin,True,Rotten,Rotten,2015,"Crowe displays a willingness to reach for ambitious ideas and big-hearted, emotionally naked moments that other name-brand filmmakers are too terrified to explore. Aloha is a big mess, but it's also at war with American cynicism, and wars get messy.",male,"['Action & Adventure', 'Comedy']","{'neg': 0.388, 'neu': 0.528, 'pos': 0.085, 'compound': -0.962}",-0.962
m/1153907-football_factory,The Football Factory,Rich Cline,False,Rotten,Rotten,2004,"Filmmaker Love brings these characters to vivid life, but they're all so hateful, racist and idiotic that we don't like them at all!",mostly_male,"['Action & Adventure', 'Art House & International', 'Comedy', 'Documentary', 'Drama']","{'neg': 0.486, 'neu': 0.449, 'pos': 0.065, 'compound': -0.963}",-0.963
m/alexander,Alexander,Matthew Turner,False,Rotten,Rotten,2005,"Colin Farrell is woefully miscast in the lead, but that's the least of Alexander's problems because the film is a disaster on an epic scale: sprawling, messy, incoherent and an early contender for one of the worst movies of 2005.",male,"['Action & Adventure', 'Classics', 'Drama']","{'neg': 0.365, 'neu': 0.603, 'pos': 0.032, 'compound': -0.9648}",-0.9648
m/casino_royale,Casino Royale,Jason Best,False,Certified-Fresh,Fresh,2017,"When Bond kills an adversary in a hotel stairwell, the violence is nasty and brutal - and you feel bystander Vesper's shock and revulsion too. She doesn't merely wince and get over it, as so many of her predecessors did; she's clearly traumatised.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.393, 'neu': 0.561, 'pos': 0.046, 'compound': -0.9657}",-0.9657
m/all_is_lost_2013,All Is Lost,Simon Gallagher,False,Certified-Fresh,Fresh,2013,"A grim and rather relentless analogy for the slow march towards death: every bad thing can and does happen, with almost comical inevitability, and by the hour mark, you find yourself begging for a shark attack that might put poor Red out of his misery.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.361, 'neu': 0.619, 'pos': 0.021, 'compound': -0.9674}",-0.9674
m/a_good_day_to_die_hard,A Good Day To Die Hard,John Serba,False,Rotten,Rotten,2013,"Empty, ugly and dumb, a grim and cynical exercise in death and destruction.",male,['Action & Adventure'],"{'neg': 0.817, 'neu': 0.183, 'pos': 0.0, 'compound': -0.9694}",-0.9694
m/a_good_day_to_die_hard,A Good Day To Die Hard,Gary Wolcott,False,Rotten,Fresh,2013,"Suspension of reality is a must. But that's Die Hard, and this Die Hard die hard fans won't love but won't hate either.",male,['Action & Adventure'],"{'neg': 0.585, 'neu': 0.323, 'pos': 0.092, 'compound': -0.9698}",-0.9698
m/catwoman,Catwoman,Matthew Turner,False,Rotten,Rotten,2004,"Badly directed, horribly scripted, dismal mess of a film that is every bit as bad as you've heard. Poor, poor Halle Berry.",male,"['Action & Adventure', 'Drama']","{'neg': 0.619, 'neu': 0.381, 'pos': 0.0, 'compound': -0.9709}",-0.9709
m/avengers_endgame,Avengers: Endgame,Tom Glasson,False,Certified-Fresh,Fresh,2019,"Where Infinity War was all bombast, Endgame offers reserve. Where Infinity War wrought intergalactic devastation and destruction, Endgame delivers intimacy and an examination of grief, loss and very private regret.",male,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.499, 'neu': 0.501, 'pos': 0.0, 'compound': -0.9715}",-0.9715
m/300_rise_of_an_empire,300: Rise of an Empire,Ed Whitfield,False,Rotten,Fresh,2014,Uncomplicated fare for those who yearn for a time when men were prisoners of their masculinity and expected to kill as a consequence and women were brutalised by rape and the murder of family members into being as psychotic as their male counterparts.,male,"['Action & Adventure', 'Drama']","{'neg': 0.372, 'neu': 0.628, 'pos': 0.0, 'compound': -0.9729}",-0.9729
m/10009526-public_enemies,Public Enemies,Linda Cook,False,Fresh,Fresh,2009,"John Dillinger was a violent man who died a violent death.In 'Public Enemies,' we learn the story of how he evaded the FBI %u2013 even escaping from prison - to become a nationally known bank robber and Public Enemy No. 1.",female,"['Action & Adventure', 'Drama']","{'neg': 0.443, 'neu': 0.535, 'pos': 0.022, 'compound': -0.9744}",-0.9744
m/bullet_to_the_head,Bullet to the Head,Bill Newcott,False,Rotten,Fresh,2016,"Stallone's dead eyes are betrayed only occasionally by glimmers of humanity: when he spares a would-be victim who happens to be in the wrong place at the wrong time, or when he takes vengeance upon a particularly bad bad guy.",male,"['Action & Adventure', 'Mystery & Suspense']","{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.9755}",-0.9755
m/american_sniper,American Sniper,David Denby,True,Certified-Fresh,Fresh,2014,"Both a devastating war movie and a devastating antiwar movie, a subdued celebration of a warrior's skill and a sorrowful lament over his alienation and misery.",male,"['Action & Adventure', 'Drama']","{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.9764}",-0.9764
m/bloody_marie,Bloody Marie,Noel Murray,True,Fresh,Fresh,2019,"But even at its most pulse-pounding, ""Bloody Marie"" remains locked on its sympathetically pathetic protagonist, as she hops across rooftops and slithers through windows, all the while muttering to herself, ""Stupid drunk, stupid drunk ...""",male,"['Action & Adventure', 'Drama']","{'neg': 0.46, 'neu': 0.54, 'pos': 0.0, 'compound': -0.9793}",-0.9793
