rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/abominable,Abominable,Carla Renata,False,Certified-Fresh,Fresh,2019,A classic family adventure film like E.T. is reimagined as an adorable animated Yeti will bring joy to your heart and smile on your face. Great fun and life lessons for children and adults alike,female,"['Action & Adventure', 'Animation', 'Comedy']","{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.967}",0.967
m/1196077-cloudy_with_a_chance_of_meatballs,Cloudy With a Chance of Meatballs,Brandon Fibbs,False,Certified-Fresh,Fresh,2009,"I loved, loved, loved this movie! Cloudy with a Chance of Meatballs is easily the best non-Pixar animated film to come out in our post-Pixar world.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9665}",0.9665
m/arthur_christmas,Arthur Christmas,Sara Michelle Fetters,False,Certified-Fresh,Fresh,2012,"Original and inspired, this joyful animated frolic is seriously entertaining, audiences of all ages sure to eat up its heartwarming Yule-tied message of family, resilience and togetherness that's as touching as it is wonderful.",female,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.034, 'neu': 0.522, 'pos': 0.444, 'compound': 0.9658}",0.9658
m/boy_and_the_world,Boy and the World (O Menino e o Mundo),David Berry,False,Certified-Fresh,Fresh,2016,"If you can stomach a metaphorical climax where a parade of hippies create a colourful phoenix with the power of music, but it loses a battle with an evil raven created by the military's black procession, you will probably be downright touched.",male,"['Animation', 'Art House & International']","{'neg': 0.252, 'neu': 0.667, 'pos': 0.082, 'compound': -0.886}",-0.886
m/1080990-fallen,Fallen,Mick LaSalle,True,Rotten,Fresh,2000,"Fallen is not perfect, and eventually it even becomes frustrating. Threads remain loose, and the movie doesn't fully exploit its premise. Still, it would be churlish not to appreciate the ride.",male,"['Animation', 'Drama', 'Mystery & Suspense']","{'neg': 0.328, 'neu': 0.633, 'pos': 0.038, 'compound': -0.8871}",-0.8871
m/10008502-christmas_carol,Disney's A Christmas Carol,Jake Wilson,True,Rotten,Fresh,2009,"Even as [Zemeckis] uses the 3D process to turn A Christmas Carol into a rollercoaster ride through a solidly built fantasy world, he never forgets that at bottom the tale is an awful warning about how egoism and greed can destroy your humanity.",male,"['Animation', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.891}",-0.891
m/anomalisa,Anomalisa,Matthew Lucas,False,Certified-Fresh,Fresh,2019,"It's deceptively simple for a Kaufman film, but there's a devastating sense of truth in its melancholy portrait of mid-life ennui.",male,"['Animation', 'Comedy', 'Drama']","{'neg': 0.412, 'neu': 0.491, 'pos': 0.097, 'compound': -0.8922}",-0.8922
m/10009926-alvin_and_the_chipmunks_2,Alvin and the Chipmunks: The Squeakquel,Fred Topel,False,Rotten,Rotten,2010,"I must be the old stinker. I think that if you're activities cause property damage, you're a vandal. It's not cute to behave irresponsibly if the result is thousands of dollars in repairs. That's just destruction.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.8975}",-0.8975
m/cars_3,Cars 3,Hugo Hernández Valdivia,False,Fresh,Fresh,2017,"The story offers an invitation to reflect on the issue of harassment or bullying. The abuser has a story that explains his behavior, and knowing it puts us on the path of understanding. With emotion, of course. [Full review in Spanish]",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.9001}",-0.9001
m/1184827-alvin_and_the_chipmunks,Alvin and the Chipmunks,Brandy McDonnell,False,Rotten,Fresh,2018,"The animated chipmunks are just the right blend of realism and anthropomorphism. Their signature songs and rendition of ""Funkytown"" are fun, but their squeaky versions of current hits such as ""Bad Day"" are annoying, not charming.",mostly_female,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.267, 'neu': 0.687, 'pos': 0.046, 'compound': -0.9054}",-0.9054
m/1196003-princess_and_the_frog,The Princess and the Frog,Roger Ebert,True,Certified-Fresh,Fresh,2009,This is what classic animation once was like! No 3-D! No glasses! No extra ticket charge! No frantic frenzies of meaningless action! And...good gravy! A story! Characters! A plot!,male,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.412, 'neu': 0.523, 'pos': 0.065, 'compound': -0.9056}",-0.9056
m/barnyard,Barnyard,Kyle Smith,True,Rotten,Rotten,2006,"If you want to punish your kids, send them to bed without dinner. If you want to disturb, frighten and depress them while making sure they fail biology, take them to the animated feature Barnyard.",mostly_female,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.323, 'neu': 0.573, 'pos': 0.104, 'compound': -0.9062}",-0.9062
m/barnyard,Barnyard,Cole Smithey,False,Rotten,Rotten,2009,"Criminal acts and scenes of brutal violence spoil the effect of ""Barnyard"" as an animated movie for tots.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.436, 'neu': 0.564, 'pos': 0.0, 'compound': -0.9118}",-0.9118
m/akira,Akira,Jonathan Rosenbaum,True,Certified-Fresh,Rotten,2007,"Grade-school violence freaks may find a few kicks here, but even they may have trouble coping with this ugly movie's ending about eight separate times.",male,"['Action & Adventure', 'Animation', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.912}",-0.912
m/barnyard,Barnyard,David Cornelius,False,Rotten,Rotten,2006,"Forget the confusion of the he-cows that populate the film; the real problem is that Barnyard is just a lousy, lousy movie.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.463, 'neu': 0.537, 'pos': 0.0, 'compound': -0.9153}",-0.9153
m/anomalisa,Anomalisa,Jen Yamato,False,Certified-Fresh,Fresh,2015,"The animated film of the year isn't a Pixar pixelfest or a kiddie product pusher, but a deep dive into the soul of a selfish narcissist lost in his own inescapable misery.",female,"['Animation', 'Comedy', 'Drama']","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.9209}",-0.9209
m/bugs_life,A Bug's Life,Rob Gonsalves,False,Certified-Fresh,Rotten,2007,"Doesn't merit much enthusiasm or indignation; it just skitters across your consciousness, leaving no traces except a vague depression.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.563, 'neu': 0.437, 'pos': 0.0, 'compound': -0.9251}",-0.9251
m/barnyard,Barnyard,Ed Gonzalez,False,Rotten,Rotten,2006,"This is the most dubious animation since Robert Zemeckis's creepy The Polar Express, only uglier, lazier, and with a more indisputable racist streak.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.43, 'neu': 0.57, 'pos': 0.0, 'compound': -0.927}",-0.927
m/aqua_teen_hunger_force_colon_movie_film_for_theatres,Aqua Teen Hunger Force Colon Movie Film for Theaters,Ty Burr,True,Rotten,Rotten,2007,"It's inconsequential, potty-mouthed, extremely silly, and -- the worst sin of all -- dead boring.",male,"['Action & Adventure', 'Animation', 'Comedy']","{'neg': 0.557, 'neu': 0.389, 'pos': 0.054, 'compound': -0.9314}",-0.9314
m/batman_the_killing_joke,Batman: The Killing Joke,Travis Hopson,False,Rotten,Rotten,2016,"While there is plenty of brutal violence and sex to go around, along with the typically solid animation, that isn't enough to make Batman: The Killing Joke anything other than a disappointment .",male,"['Action & Adventure', 'Animation', 'Drama']","{'neg': 0.356, 'neu': 0.559, 'pos': 0.085, 'compound': -0.9337}",-0.9337
m/cars_2,Cars 2,Kyle Smith,True,Rotten,Rotten,2011,"They said it couldn't be done. But Pixar proved the yaysayers wrong when it made its first bad movie, ""Cars."" Now it has worsted itself with the even more awful ""Cars 2.""",mostly_female,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.9365}",-0.9365
m/battle_for_terra_2009,Battle For Terra,Kyle Smith,True,Rotten,Rotten,2009,"Aggressively ugly and intergalactically boring, the dismal sci-fi kiddie cartoon Battle for Terra is too weak to be shown anywhere except maybe on the next flight to Saturn.",mostly_female,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.9468}",-0.9468
m/adam_sandlers_eight_crazy_nights,Adam Sandler's Eight Crazy Nights,Chris Hewitt,False,Rotten,Rotten,2002,"Schmaltzy and unfunny, Adam Sandler's cartoon about Hanukkah is numbingly bad, Little Nicky bad, 10 Worst List bad.",mostly_male,"['Animation', 'Comedy']","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.9509}",-0.9509
