rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1144029-appleseed,Appurushîdo (Appleseed),Andrea Chase,False,Rotten,Rotten,2005,So much to work with and all of it tossed in favor of banal platitudes and a star-crossed romance with all the tension of an oil-change and all the gravitas of an Archie comic,female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.06, 'neu': 0.777, 'pos': 0.163, 'compound': 0.6124}",0.6124
m/1144029-appleseed,Appurushîdo (Appleseed),Jeffrey M. Anderson,False,Rotten,Rotten,2005,"With all that gorgeous imagery, you'd think the filmmakers would have found a way to tell the story visually without using mountains of expositional dialogue.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.6124}",0.6124
m/batman_ninja,Batman Ninja,Rohan Naahar,False,Fresh,Fresh,2018,"It's one of the most eye-poppingly original takes on the Dark Knight, and certainly his most refreshing depiction since Christopher Nolan's trilogy.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']","{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6096}",0.6096
m/batman_ninja,Batman Ninja,David Gelmini,False,Fresh,Fresh,2019,This is a beautiful film in every sense of the word.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.5994
m/1144029-appleseed,Appurushîdo (Appleseed),Tasha Robinson,True,Rotten,Rotten,2005,"It's busy, stiff, artificial graphics are a perfect match for its busy, stiff, artificial plot.",female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.5719
m/1144029-appleseed,Appurushîdo (Appleseed),J. R. Jones,True,Rotten,Rotten,2007,The stock characters and leaden stretches of expository dialogue are welcome evidence that there's still no computer program capable of telling a decent story.,unknown,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.079, 'neu': 0.719, 'pos': 0.201, 'compound': 0.5267}",0.5267
m/1144029-appleseed,Appurushîdo (Appleseed),Kevin Thomas,True,Rotten,Rotten,2005,"Dazzling visually but is flattened by corny dialogue better suited to the 1936 Flash Gordon serial, a needlessly hard to follow plot and heavy-handed exposition clotted with pseudo-scientific mumbo jumbo.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.049, 'neu': 0.832, 'pos': 0.119, 'compound': 0.5023}",0.5023
m/1144029-appleseed,Appurushîdo (Appleseed),Matt McNally,True,Rotten,Fresh,2005,There is plenty to admire from a technical and artistic standpoint.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4767}",0.4767
m/1144029-appleseed,Appurushîdo (Appleseed),Anton Bitel,False,Rotten,Fresh,2007,the viewer who abstracts away from the more adolescent elements of plot will find that Appleseed has plenty of ideas at its core to keep the mind stimulated.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2263}",0.2263
m/1144029-appleseed,Appurushîdo (Appleseed),Maitland McDonagh,False,Rotten,Rotten,2005,"Unfortunately, the story is painfully recycled, heavily indebted to Blade Runner (1982), along with healthy dollops of Beauty and the Beast, Isaac Asimov's robot stories and the mythological echoes.",unknown,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.155, 'neu': 0.67, 'pos': 0.174, 'compound': 0.1779}",0.1779
m/1144029-appleseed,Appurushîdo (Appleseed),Bill Gibron,False,Rotten,Fresh,2009,"It's an exceedingly brilliant combination of future shock set-up and old school moralizing, a deconstruction of what it means to be human rendered in tech tones so slick that you often forget you're watching a cartoon.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.115, 'neu': 0.789, 'pos': 0.097, 'compound': 0.0772}",0.0772
m/batman_ninja,Batman Ninja,Jeffrey Lyles,False,Fresh,Rotten,2018,"This take wasn't for me, but there's a lot to admire about this effort if for no other reason than shaking up the Batman animated movie formula and trying something different.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']","{'neg': 0.135, 'neu': 0.75, 'pos': 0.115, 'compound': 0.0772}",0.0772
m/1144029-appleseed,Appurushîdo (Appleseed),Elizabeth Weitzman,True,Rotten,Rotten,2005,"Though Appleseed has its selling points, it's not an especially strong entry in the genre, despite the presence of so many pneumatic heroines.",female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.108, 'neu': 0.778, 'pos': 0.114, 'compound': 0.0374}",0.0374
m/batman_ninja,Batman Ninja,Michelle Kisner,False,Fresh,Fresh,2019,This is hands-down the most avant-garde animated film to come out of DC.,female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),David Chute,False,Rotten,Rotten,2005,"The supposedly human face of our metal-plated robocop's partner -- the inevitable curvy female in a leather jump suit -- is an inexpressive, glossy doll mask, untouched by human hands.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),A.O. Scott,True,Rotten,Rotten,2005,Has a plot that frolics in the no-man's land between fiendish complexity and utter incomprehensibility.,unknown,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Ed Gonzalez,False,Rotten,Rotten,2004,The film let's us know early on that its cyberdrama will be served cold.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),John Anderson,True,Rotten,Rotten,2005,The spectacle of the Appleseed anime characters performing Matrix gymnastics proves to be less than awe-inspiring.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Todd Gilchrist,False,Rotten,Rotten,2005,"The filmmakers are too busy trying to justify their futuristic world, and not enough actually exploring it.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Robert K. Elder,True,Rotten,Rotten,2005,"In the clash of 2-D and 3-D images, Appleseed emerges as the cracked-voiced, pasty-faced example of computer animation's clumsy adolescence.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Jeffrey Westhoff,False,Rotten,Rotten,2005,"With so much going on in every frame, Appleseed is one of those anime projects that shouts you to sleep.",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),V.A. Musetto,True,Rotten,Rotten,2005,"The action scenes might grab you, but there's a lot of talky downtime.",unknown,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Leslie Felperin,True,Rotten,Rotten,2005,Newbie viewers will be left twiddling their thumbs while waiting for Deunen's next bout of butt-kicking action sequences.,mostly_female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/1144029-appleseed,Appurushîdo (Appleseed),Peter Debruge,True,Rotten,Rotten,2005,This long-overdue big-screen adaptation makes it hard to tell what was so revolutionary about the series.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}",-0.1027
m/1144029-appleseed,Appurushîdo (Appleseed),Lisa Rose,True,Rotten,Fresh,2005,A cross-pollination of eye-popping combat and provocative ideas.,female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34
m/batman_ninja,Batman Ninja,James Hadfield,False,Fresh,Rotten,2018,This elaborately executed nonsense is the kind of project where you just know that the title came first.,male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}",-0.4019
m/1144029-appleseed,Appurushîdo (Appleseed),Peter Canavese,False,Rotten,Rotten,2005,"[A] warrior babe cradles [an] injured cyborg bunny in her arms and weeps for him. Take that, Hotel Rwanda!",male,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6588}",-0.6588
m/1144029-appleseed,Appurushîdo (Appleseed),Carrie Rickey,True,Rotten,Rotten,2005,The bizarre gulf between the realism of the backgrounds and the stylization of the characters undermines a story line about a conspiracy to rid Utopia of 'bio-roids.',female,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7964}",-0.7964
