rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/a_room_with_a_view_1985,A Room With a View,Dan Jardine,False,Fresh,Fresh,2000,"This is a complete movie, full of life, love and hope. While we may occasionally forget that truth is beauty and beauty truth, thankfully films like A Room With a View will always be there as a reminder.",male,"['Art House & International', 'Classics', 'Comedy', 'Drama', 'Romance']","{'neg': 0.032, 'neu': 0.493, 'pos': 0.475, 'compound': 0.97}",0.97
m/barneys-version,Barney's Version,Matthew Pejkovic,False,Certified-Fresh,Fresh,2011,"True love and fine cigars feature in the charming Barney's Version, a blend of intelligent comedy and stirring drama headlined by a career best Paul Giamatti.",male,"['Art House & International', 'Comedy', 'Drama']","{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.9694}",0.9694
m/1213205-prophet,A Prophet (Un prophete),Drew McWeeny,False,Certified-Fresh,Fresh,2010,"It's not a particularly new story, but as told by Jacques Audiard, Un Prophète is electrifying, soulful entertainment, a beautifully told film featuring great performances and remarkable cinematography.",male,"['Art House & International', 'Drama']","{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9694}",0.9694
m/all_the_little_animals,All the Little Animals,Antonia Quirke,False,Fresh,Fresh,2017,"Bale, with his embarrassed lisp and straight, slim back, is perfectly curious, perfectly amazed, perfectly different. His performance is quite beautiful, and whenever he is on screen, the film is melancholy and innocent.",female,"['Art House & International', 'Drama']","{'neg': 0.098, 'neu': 0.418, 'pos': 0.484, 'compound': 0.969}",0.969
m/animal_kingdom,Animal Kingdom,Andrew L. Urban,False,Certified-Fresh,Fresh,2010,It's a pleasure to see an Australian genre movie in which story and character are given equal importance and are so well defined and delivered. That it won a major award at Sundance shows its creative credentials: its popularity will show its audience app,male,"['Art House & International', 'Drama']","{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9688}",0.9688
m/benjamin,Benjamin,Ben Hooper,False,Fresh,Fresh,2019,"The film occasionally feels more like Amstell's personal exercise in exploring his own emotions and neuroses than a satisfying story, but there's enough warmth and wan smiles to make Benjamin a touching tale of love, learning and creativity.",male,"['Art House & International', 'Comedy', 'Romance']","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.9687}",0.9687
m/a_cat_in_paris,A Cat in Paris,Matthew Turner,False,Certified-Fresh,Fresh,2012,"Beautifully animated and gorgeously designed, this is a hugely enjoyable and deservedly Oscar nominated French adventure with an emotionally engaging central story, delightful characters and a terrific score.",male,"['Animation', 'Art House & International', 'Comedy', 'Kids & Family', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9674}",0.9674
m/border_2018,Border (Gräns),Jorge Ignacio Castillo,False,Certified-Fresh,Fresh,2018,"With minimal but perfectly placed special effects, this superb film oozes despair but it also shares hope.",male,"['Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.083, 'neu': 0.309, 'pos': 0.608, 'compound': 0.967}",0.967
m/breaking_the_waves,Breaking the Waves,Urban Cinefile Critics,False,Certified-Fresh,Fresh,2000,"The acting is flawless, but it is Emily Watson who delivers the film's emotional powder keg. The cinematography is outstanding and the setting mesmerising - all powered by a spare but powerful script. It is a true marvel of a movie.",male,"['Art House & International', 'Drama', 'Romance']","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9668}",0.9668
m/1212640-eclipse,The Eclipse,Rob Thomas,False,Certified-Fresh,Fresh,2010,"For the most part, this love triangle plays out with great warmth and delicacy.While Quinn seems to be having a ball playing against type as the boozy Nicholas, Hinds and Hjelje create fully-rounded, sympathetic characters.",male,"['Art House & International', 'Drama', 'Horror', 'Romance']","{'neg': 0.0, 'neu': 0.555, 'pos': 0.445, 'compound': 0.9667}",0.9667
m/black_death-2010,Black Death,Dave White,False,Fresh,Fresh,2011,"This film bathes in bloody, brutal ambiguity, intelligently casting both Christians and pagans as murderous creeps in a way that looks back objectively at 14th century ignorance while shining an ugly, knowing light on contemporary religious arrogance, too.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.382, 'neu': 0.562, 'pos': 0.056, 'compound': -0.9545}",-0.9545
m/10002114-dark_water,Dark Water,Anton Bitel,False,Fresh,Fresh,2003,"just beneath its surface horror this film conceals a deep reservoir of tragedy, addressing themes like family breakdown, isolation, abandonment, and - something of a taboo in Japan - the terrible legacy of mental illness.",male,"['Art House & International', 'Horror', 'Mystery & Suspense']","{'neg': 0.43, 'neu': 0.516, 'pos': 0.054, 'compound': -0.9552}",-0.9552
m/being_at_home_with_claude,Being at home with Claude,Roger Ebert,True,Fresh,Rotten,2000,"The movie tries to make Yves' decision into some kind of deep metaphysical statement, but actually it's just a tortured version of the old advice to live fast, die young, and leave a good-looking corpse.",male,"['Art House & International', 'Drama', 'Mystery & Suspense']","{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.9559}",-0.9559
m/black_death-2010,Black Death,Nick Schager,False,Fresh,Fresh,2011,"Grim aesthetics and an even grimmer worldview define Black Death, in which ardent piousness and defiant paganism both prove paths toward violence, hypocrisy, and hell.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.495, 'neu': 0.431, 'pos': 0.074, 'compound': -0.9559}",-0.9559
m/1088763-underground,Underground,Michael Wilmington,True,Fresh,Fresh,2014,Kusturica takes us from wacky farce to harrowing grief to lyrical fantasy to bloody horror. To ignore any side of Underground is to do it injustice.,male,"['Art House & International', 'Comedy', 'Drama']","{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.9565}",-0.9565
m/black_death-2010,Black Death,Brandon Fibbs,False,Fresh,Fresh,2011,"Black Death is the feel bad movie of the year, a film with an unrelentingly bleak view of humankind's barbaric nature and the notion that, no matter what your creed, violence only ever begets more violence.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.372, 'neu': 0.605, 'pos': 0.023, 'compound': -0.9565}",-0.9565
m/10011284-skin,Skin,Derek Malcolm,True,Certified-Fresh,Fresh,2009,You could hardly call this a timely film but it does remind us of the evils of racism and the misery it causes.,male,"['Art House & International', 'Drama', 'Mystery & Suspense']","{'neg': 0.453, 'neu': 0.547, 'pos': 0.0, 'compound': -0.9568}",-0.9568
m/1213205-prophet,A Prophet (Un prophete),Robert Roten,False,Certified-Fresh,Fresh,2010,This is a brutal prison crime drama that shows the transformation of a small-time criminal into a big-time crime boss.,male,"['Art House & International', 'Drama']","{'neg': 0.597, 'neu': 0.403, 'pos': 0.0, 'compound': -0.9571}",-0.9571
m/beyond_the_hills_2012,Beyond The Hills,Dave White,False,Certified-Fresh,Fresh,2013,"...quiet, but also quietly devastating, with detours down the roads of intolerance, mercilessness, cold rejection of outsiders' experiences, mystical and subjective interpretation of ""signs,"" overt woman-on-woman misogyny and brutally strict penance...",male,"['Art House & International', 'Drama']","{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.9595}",-0.9595
m/13_assassins_2011,13 Assassins,Duane Dudek,False,Certified-Fresh,Fresh,2011,"The grandiose concluding sequence is not staged with finesse or subtlety, but with brutal finality. It is the Japanese samurai film equivalent of a barroom brawl on an epic scale, and the violence is punishing.",male,"['Action & Adventure', 'Art House & International']","{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.9595}",-0.9595
m/attack_the_block,Attack the Block,Stephen Whitty,True,Certified-Fresh,Rotten,2011,"Unfortunately, ""Attack the Block"" makes two crucial mistakes: It doesn't have great monsters. And it doesn't have great heroes.",male,"['Action & Adventure', 'Art House & International']","{'neg': 0.627, 'neu': 0.373, 'pos': 0.0, 'compound': -0.9595}",-0.9595
m/barbarian_invasions,The Barbarian Invasions (Les Invasions barbares),David Elliott,False,Certified-Fresh,Rotten,2003,"Arcand dearly likes his characters, but here's another movie cancer death nearly devoid of mess and stress, with available heroin and a lovably comforting sunset.",male,"['Art House & International', 'Comedy', 'Drama']","{'neg': 0.493, 'neu': 0.347, 'pos': 0.16, 'compound': -0.9604}",-0.9604
m/black_death-2010,Black Death,Abby Olcese,False,Fresh,Fresh,2017,"Black Death definitely isn't a rollicking, bloody good time, but it is a haunting study in the capacity for cruelty in people when they're scared, and the lingering effects that cruelty can have.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.446, 'neu': 0.48, 'pos': 0.074, 'compound': -0.9628}",-0.9628
m/1153907-football_factory,The Football Factory,Rich Cline,False,Rotten,Rotten,2004,"Filmmaker Love brings these characters to vivid life, but they're all so hateful, racist and idiotic that we don't like them at all!",mostly_male,"['Action & Adventure', 'Art House & International', 'Comedy', 'Documentary', 'Drama']","{'neg': 0.486, 'neu': 0.449, 'pos': 0.065, 'compound': -0.963}",-0.963
m/ajami,Ajami,Nora Lee Mandel,False,Certified-Fresh,Fresh,2010,"Gripping, gritty tragedy of complex families who cross at the wrong place at the wrong time. Misunderstood intentions and attitudes sadly lead inexorably to violence.",female,"['Art House & International', 'Drama']","{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.9633}",-0.9633
m/1210830-antichrist,Antichrist,Peter Bradshaw,True,Rotten,Rotten,2009,"Antichrist is a smirking contraption of a film, a cheeky, nasty, clever device for making us upset about the dead kid, making us scared at the creepy happenings, making us freaked out at the violence, and finally making us convulsed with liberal outrage.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.397, 'neu': 0.552, 'pos': 0.052, 'compound': -0.9638}",-0.9638
m/aileen_life_and_death_of_a_serial_killer,Aileen: Life and Death of a Serial Killer,Marc Mohan,False,Certified-Fresh,Fresh,2004,"Though unpleasant to watch, Life and Death of a Serial Killer presents a portrait of evil, betrayal and banality that's almost impossible to take your eyes off of.",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.9661}",-0.9661
m/a_tale_of_two_sisters,A Tale of Two Sisters,Ken Fox,False,Certified-Fresh,Fresh,2004,"Like a fairy tale set in a haunted house, this terrifying psychological horror yarn from Korea preys upon deep-rooted fears of adolescence, insanity and evil stepparents while scaring the bejabbers out of us.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.488, 'neu': 0.462, 'pos': 0.05, 'compound': -0.9712}",-0.9712
m/byzantium_2012,Byzantium,Cath Clarke,True,Fresh,Rotten,2013,"What's really missing is the vampire's tragedy: that ache, the loss of feeling, the sense that in killing death, the essence of what it is to be human is destroyed.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.498, 'neu': 0.47, 'pos': 0.032, 'compound': -0.9712}",-0.9712
m/akmareul_boattda,I Saw the Devil,James Wegg,False,Certified-Fresh,Rotten,2012,"In filmmaker Kim Jee-woon's latest offering, the generous runtime begins with narrative promise but soon settles for near-ridiculous plot twists in order set up the next sadistic rape, murder, torture or terror most foul.",male,"['Art House & International', 'Mystery & Suspense']","{'neg': 0.42, 'neu': 0.51, 'pos': 0.069, 'compound': -0.9757}",-0.9757
