rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/beatles_the_yellow_submarine,Yellow Submarine,Norm Schrager,False,Certified-Fresh,Fresh,2012,"Whether it was a case of inspiration or coincidence, most of Yellow Submarine's more creative and graceful visuals are those that complement the songs.",unknown,"['Action & Adventure', 'Animation', 'Comedy', 'Cult Movies', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.8707}",0.8707
m/13th_warrior,The 13th Warrior,Geoff Andrew,True,Rotten,Rotten,2006,"At its best, this achieves the beauty and grandeur of a Kurosawa epic -- at its worst, however, it feels like a Python remake of The Vikings.",male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']","{'neg': 0.108, 'neu': 0.526, 'pos': 0.366, 'compound': 0.8689}",0.8689
m/13th_warrior,The 13th Warrior,MaryAnn Johanson,False,Rotten,Fresh,2000,"The best, most enthralling adventure movie I've seen in a good while.",unknown,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.8651}",0.8651
m/boy_and_his_dog,A Boy and His Dog,Douglas Pratt,False,Fresh,Fresh,2004,"Set on a desert landscape a while after a nuclear holocaust, the film is about a young man, played by Don Johnson, who has a telepathic bond with a dog, the latter basically being the smarter of the two. He helps the dog find food and the dog helps him sn",male,"['Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8625}",0.8625
m/badlands,Badlands,James Christopher,True,Certified-Fresh,Fresh,2008,"Terrence Malick's thriller Badlands (1973), is rightly revered as one of the most astonishing debuts in cinema. Its reissue is a wonderful chance to discover why.",male,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8555}",0.8555
m/badlands,Badlands,Tim Brayton,False,Certified-Fresh,Fresh,2011,"Incredibly beautiful, of course (you may have heard that Malick movies are famous for their landscapes), but it's not ""just"" beautiful.",male,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.855}",0.855
m/13th_warrior,The 13th Warrior,Brian Mckay,False,Rotten,Fresh,2003,An entertaining and serviceable adaptation. Dennis Storhoi delivers an awesome performance. Weak aspects of story made up for by great action.,male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']","{'neg': 0.094, 'neu': 0.548, 'pos': 0.358, 'compound': 0.8481}",0.8481
m/1023205-warriors,The Warriors,Andrew Sarris,True,Fresh,Rotten,2015,"If the movie is not as dangerous as its detractors claim, neither is it as glorious and memorable as some of its less discriminating admirers would have it.",male,"['Action & Adventure', 'Cult Movies', 'Drama']","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.8472}",0.8472
m/1015052-night_of_the_living_dead,Night of the Living Dead,Eric Melin,False,Certified-Fresh,Fresh,2018,"It's tame of course by today's standards, but that, combined with he cynical racial component, was viewed as an all-out attack on ""civilized"" American society in general.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.8201}",-0.8201
m/1015052-night_of_the_living_dead,Night of the Living Dead,Tim Brayton,False,Certified-Fresh,Fresh,2015,"Carve[s] open the guts of American culture, using violence and even the horror genre itself as a tool rather than an end.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.8316}",-0.8316
m/badlands,Badlands,James Kendrick,False,Certified-Fresh,Fresh,2001,"minimizes the inherent sensationalism of its material with a deliberately slow pace, and Malick constantly undercuts the potential thrill of on-screen violence by rendering it awkward, vicious, and ugly",male,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.311, 'neu': 0.622, 'pos': 0.068, 'compound': -0.8402}",-0.8402
m/1004906-creature_from_the_black_lagoon,Creature from the Black Lagoon,Josephine O'Neill,False,Certified-Fresh,Rotten,2020,"Along comes one of those tedious, topeed expeditions, in a battered white boat, and the ""Gill-Man"" is chased, photographed, speared, half-asphyxiated, and screamed at. No wonder he commits murder (five of them).",female,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']","{'neg': 0.247, 'neu': 0.724, 'pos': 0.029, 'compound': -0.8442}",-0.8442
m/badlands,Badlands,Joshua Mooney,False,Certified-Fresh,Fresh,2002,"Sheen works an abundance of meaning into a very small space, so we at least recognize this doomed, erstwhile child as all too human, and appropriately dangerous.",male,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.8442}",-0.8442
m/1015052-night_of_the_living_dead,Night of the Living Dead,Roger Ebert,True,Certified-Fresh,Fresh,2007,I felt real terror in that neighborhood theater last Saturday afternoon. I saw kids who had no resources they could draw upon to protect themselves from the dread and fear they felt.,male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.299, 'neu': 0.635, 'pos': 0.066, 'compound': -0.8481}",-0.8481
m/1022537-venom,Venom,Scott Weinberg,False,Rotten,Rotten,2005,"Kinski is his typical insane self, but this killer snake thriller lacks bite.",male,"['Cult Movies', 'Horror', 'Mystery & Suspense']","{'neg': 0.438, 'neu': 0.485, 'pos': 0.078, 'compound': -0.8569}",-0.8569
m/1004906-creature_from_the_black_lagoon,Creature from the Black Lagoon,Robert Sellers,False,Certified-Fresh,Fresh,2020,"It's horribly dated, the acting's lousy, the 3D effects are worthless and the monster is a man in a rubber suit. Yet Creature from the Black Lagoon remains one of the all-time classic monster movies.",male,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']","{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.8689}",-0.8689
m/1015052-night_of_the_living_dead,Night of the Living Dead,A.S. Hamrah,False,Certified-Fresh,Fresh,2020,"This was an American horror movie, so it needed no English accents or familiar character actors. It was grim and unflinching...",unknown,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.8709}",-0.8709
m/1015052-night_of_the_living_dead,Night of the Living Dead,Sean Axmaker,False,Certified-Fresh,Fresh,2018,"Night of the Living Dead (1968) is the first genuinely modern horror movie, shot more like a documentary of the apocalypse than the Gothic horrors that defined the sixties, and it bled right into the fabric of the culture.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.241, 'neu': 0.701, 'pos': 0.058, 'compound': -0.8722}",-0.8722
m/a_woman_a_gun_and_a_noodle_shop,"A Woman, A Gun and a Noodle Shop (San qiang pai an jing qi) (A Simple Noodle Story) (The First Gun)",Matthew Sorrento,False,Rotten,Fresh,2010,"The Coens' Loren Visser (M. Emmet Walsh) is cold blooded, but to see the new hitman's method of silent murder will unveil the real noirish heart of darkness.",male,"['Art House & International', 'Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.8765}",-0.8765
m/13th_warrior,The 13th Warrior,Stephen Holden,True,Rotten,Fresh,2000,"If the juiciest bouts of professional wrestling on television leave you feeling unfulfilled and pining for the primal howls of fight - to - the - death combat, The 13th Warrior just might be the answer to your prayers.",male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']","{'neg': 0.291, 'neu': 0.676, 'pos': 0.034, 'compound': -0.886}",-0.886
m/1012514-little_shop_of_horrors,The Little Shop of Horrors,Steve Biodrowski,False,Fresh,Fresh,2010,"Whether the film fully lives up to its reputation is another matter, but there is no doubt that The Little Shop of Horrors has earned its small place in cult movie history.",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror']","{'neg': 0.269, 'neu': 0.704, 'pos': 0.026, 'compound': -0.8923}",-0.8923
m/billy_jack,Billy Jack,Kevin Carr,False,Fresh,Fresh,2005,"A little heavy-handed with the message, this film still holds onto the brutality of the revenge style established in Born Losers.",male,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama', 'Special Interest']","{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.8957}",-0.8957
m/13th_warrior,The 13th Warrior,Mac Verstandig,False,Rotten,Rotten,2000,The 13th Warrior reeks so badly of melodrama and poor acting that it carries a worst scent than a canine's least appetizing residue.,male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']","{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.904}",-0.904
m/1015052-night_of_the_living_dead,Night of the Living Dead,Almar Haflidason,True,Certified-Fresh,Fresh,2001,"There is a resounding lack of sentimentality that cuts through the death and chaos, as a desperate bunch of people fight to stay alive.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.475, 'neu': 0.391, 'pos': 0.134, 'compound': -0.9042}",-0.9042
m/1015052-night_of_the_living_dead,Night of the Living Dead,Anton Bitel,False,Certified-Fresh,Fresh,2007,"This is horror at its most probing, subversive and socially aware, with a truly harrowing ending that reveals the dangers of misdirected fear and prejudice.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.427, 'neu': 0.493, 'pos': 0.079, 'compound': -0.9132}",-0.9132
m/a_woman_a_gun_and_a_noodle_shop,"A Woman, A Gun and a Noodle Shop (San qiang pai an jing qi) (A Simple Noodle Story) (The First Gun)",Carrie Rickey,True,Rotten,Fresh,2010,"For the Coens, the parable of lust and greed suggested that nothing was certain but death and the battle of the sexes. For Yimou, it's a ghost story of sexual lust and money lust.",female,"['Art House & International', 'Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.932}",-0.932
m/a_woman_a_gun_and_a_noodle_shop,"A Woman, A Gun and a Noodle Shop (San qiang pai an jing qi) (A Simple Noodle Story) (The First Gun)",Christopher Orr,True,Rotten,Rotten,2010,"In Blood Simple, the cascading confusions lead to moral solitude and death; in Noodle Shop, the foremost misunderstanding involves a character who mistakes the phrase 'must die' for 'moose die.'",male,"['Art House & International', 'Comedy', 'Cult Movies', 'Drama', 'Mystery & Suspense']","{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.9325}",-0.9325
m/1015052-night_of_the_living_dead,Night of the Living Dead,Christopher Lloyd,False,Certified-Fresh,Fresh,2011,"""Night of the Living Dead"" became a seminal film without being a particularly good one. It nudged horror movies away from creepy-but-family-friendly into adult films featuring gruesome violence and nihilistic overtones.",male,"['Classics', 'Cult Movies', 'Horror']","{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.9405}",-0.9405
