rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/bright_star,Bright Star,Claudia Puig,True,Certified-Fresh,Fresh,2009,"Those who love language and particularly poetic verse will savor the dialogue, as well as the visual splendor of the film. With its gorgeously framed shots and superb craftsmanship, Bright Star is a thing of beauty.",female,"['Drama', 'Romance']","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9761}",0.9761
m/australia,Australia,Brett McCracken,False,Rotten,Fresh,2008,"It's an ode to a place (exotic to some, familiar to others), yes, but more than that, Australia is state of mind: wonderment, grandeur, beauty, love, escape, hope.",male,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Romance']","{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.976}",0.976
m/27_dresses,27 Dresses,Austin Kennedy,False,Rotten,Fresh,2008,"This movie isn't anything special, but it's well done and generally pleasing. It's a nice, subtle and safe romantic comedy that will please fans of the genre.",male,"['Comedy', 'Romance']","{'neg': 0.037, 'neu': 0.407, 'pos': 0.556, 'compound': 0.9748}",0.9748
m/before_midnight_2013,Before Midnight,Sean Burns,False,Certified-Fresh,Fresh,2015,"The previous two pictures were preoccupied with romantic ideals, but this is the real love story. So funny and so wise, it's about how happily ever after is harder than it looks.",male,"['Drama', 'Romance']","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.9745}",0.9745
m/1031086-ghost,Ghost,Film4 Staff,False,Certified-Fresh,Fresh,2013,"A perfect balance of laughs and tears, a sparklingly funny script and a clever fantasy about ghostly goings on make this a superior blockbuster romance.",unknown,"['Comedy', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.048, 'neu': 0.331, 'pos': 0.621, 'compound': 0.9736}",0.9736
m/big_miracle,Big Miracle,Frank Swietek,False,Certified-Fresh,Fresh,2012,Manipulative in the extreme but surprisingly enjoyable nonetheless...It's a minor miracle that 'Big Miracle' is as pleasant as it is.,male,"['Action & Adventure', 'Comedy', 'Drama', 'Romance']","{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9735}",0.9735
m/1037161-frankie_and_johnny,Frankie & Johnny,Chuck O'Leary,False,Fresh,Fresh,2007,"An absolutely delightful and tender romantic comedy. Succeeds so well because of the great, very real performances by the two leads and writer Terrence McNally's smart, often hilarious dialogue.",male,"['Comedy', 'Drama', 'Romance']","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9732}",0.9732
m/bringing_up_baby,Bringing Up Baby,Bob Bloom,False,Certified-Fresh,Fresh,2004,One of the great screwball comedies of all time; wonderful patter; delightful performances by Hepburn and Grant. A true timeless winner.,male,"['Classics', 'Comedy', 'Romance']","{'neg': 0.033, 'neu': 0.328, 'pos': 0.639, 'compound': 0.9726}",0.9726
m/bride_and_prejudice,Bride and Prejudice,Victoria Alexander,False,Fresh,Fresh,2005,"Joyous fun with a strong, positive Indian sensibility. A beautiful cast certainly helps.",female,"['Comedy', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.9726}",0.9726
m/call_me_by_your_name,Call Me by Your Name,Christy Lemire,True,Certified-Fresh,Fresh,2017,"A lush and vibrant masterpiece about first love set amid the warm, sunny skies, gentle breezes and charming, tree-lined roads of northern Italy.",female,"['Drama', 'Romance']","{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9723}",0.9723
m/10008760-what_happens_in_vegas,What Happens in Vegas,Peter Rainer,True,Rotten,Rotten,2008,"It was inevitable that an annoying catchphrase would one day become the title for an annoying movie. What Happens in Vegas is not only annoying, it's also incompetent -- a bad mix.",male,"['Comedy', 'Romance']","{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.9287}",-0.9287
m/american_reunion_2012,American Reunion,Sean O'Connell,False,Rotten,Rotten,2012,"Lazy, stupid, recycled, immature, predictable, unfunny ... a pathetic attempt by a dead franchise to scrape the bottom of an already filthy barrel and squeeze a few more dollars from audience members seeking clichd nostalgia.",male,"['Comedy', 'Romance']","{'neg': 0.332, 'neu': 0.668, 'pos': 0.0, 'compound': -0.9313}",-0.9313
m/atlantics,Atlantics,Katherine McLaughlin,False,Certified-Fresh,Fresh,2019,"Atlantique is a damning supernatural horror about the refugee crisis, patriarchy and the way greedy capitalism sucks the life out of disenfranchised workers.",female,"['Drama', 'Romance']","{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.9325}",-0.9325
m/1098734-loser,Loser,Mark Caro,True,Rotten,Rotten,2000,"Loser boasts one of the all-time worst codas, with those overused, American Graffiti-inspired on-screen notes moralistically telling you the rotten things that ultimately happened to the rotten people.",male,"['Comedy', 'Drama', 'Romance']","{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.9337}",-0.9337
m/1087999-friends_and_lovers,Friends & Lovers,Sandra Contreras,False,Rotten,Rotten,2009,"This charmless ensemble comedy starts out amiably enough, but quickly succumbs to the triple handicap of poor direction, a badly written script and some alarmingly excessive performances.",female,"['Comedy', 'Romance']","{'neg': 0.399, 'neu': 0.555, 'pos': 0.046, 'compound': -0.9366}",-0.9366
m/1190660-over_my_dead_body,Over Her Dead Body,Dustin Putman,False,Rotten,Rotten,2008,Thoroughly unoriginal and screams of desperation. Over Her Dead Body is a fitting title; this is a DOA dud.,male,"['Comedy', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.568, 'neu': 0.432, 'pos': 0.0, 'compound': -0.9413}",-0.9413
m/10011016-messenger,The Messenger,Gary Wolcott,False,Certified-Fresh,Fresh,2010,The Messenger makes it [the death of a soldier] personal. And it is uncomfortable. Well-done movies about the tragedy of war and its impact on ordinary lives are that way.,male,"['Drama', 'Romance']","{'neg': 0.372, 'neu': 0.628, 'pos': 0.0, 'compound': -0.9413}",-0.9413
m/10011016-messenger,The Messenger,Emanuel Levy,False,Certified-Fresh,Fresh,2009,"What could have been a grim, depressing Iraq war drama of men who deliver dreaded news becomes in Moverman's promising debut a tale of grief and survival, a balance of grave issues and humor.",male,"['Drama', 'Romance']","{'neg': 0.415, 'neu': 0.484, 'pos': 0.101, 'compound': -0.9423}",-0.9423
m/1093671-end_of_the_affair,The End of the Affair,Jeffrey Overstreet,False,Fresh,Rotten,2004,But the biggest flaw in Neil Jordan's movie is how severely it contradicts the core of Graham Greene's novel.... What a sad and melancholy piece of work.,male,"['Drama', 'Romance']","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.9442}",-0.9442
m/1208105-adam,Adam,Cath Clarke,True,Fresh,Rotten,2009,"Despite obvious good intentions, this feels dishonest, and I suspect not very true to life. Worst of all, it risks trivialising mental illness into lovable quirks.",female,"['Drama', 'Romance']","{'neg': 0.526, 'neu': 0.38, 'pos': 0.095, 'compound': -0.9447}",-0.9447
m/1116774-swept_away,Swept Away,Brian Mckay,False,Rotten,Rotten,2004,"More than annoyed, or angry, I just felt sad. Sad for what is quite possibly the premature death of a once-brilliant directorial career.",male,"['Comedy', 'Drama', 'Romance']","{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.9458}",-0.9458
m/1211619-remember_me,Remember Me,Christopher Tookey,False,Rotten,Rotten,2010,"Pattinson's young female fans are likely to find this film less unbearable than anyone else. But even they may find the big emotional climax, which exploits a major terrorist disaster, cheap and pretentious.",male,"['Drama', 'Romance']","{'neg': 0.338, 'neu': 0.619, 'pos': 0.042, 'compound': -0.9468}",-0.9468
m/captain_corellis_mandolin,Captain Corelli's Mandolin,Jules Brenner,False,Rotten,Fresh,2001,"Not as good as it might have been but better than the negative press it has received, which has unfairly doomed it to severe losses at the box office.",male,"['Drama', 'Romance']","{'neg': 0.421, 'neu': 0.496, 'pos': 0.083, 'compound': -0.949}",-0.949
m/1220551-bounty_hunter,The Bounty Hunter,Matthew Turner,False,Rotten,Rotten,2010,"Disappointing, frequently dull and painfully unfunny romcom that's let down by a badly written script, obnoxious characters and a total lack of chemistry between Butler and Aniston.",male,"['Action & Adventure', 'Comedy', 'Romance']","{'neg': 0.482, 'neu': 0.518, 'pos': 0.0, 'compound': -0.9493}",-0.9493
m/1108389-pearl_harbor,Pearl Harbor,Rex Reed,True,Rotten,Rotten,2007,"Brawny but brainless, Pearl Harbor is another bloated, irresponsible example of history according to Disney-a lame juggernaut that falsifies the facts, assaults the senses and leaves you blind, deaf and soulless.",male,"['Action & Adventure', 'Drama', 'Romance']","{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.9505}",-0.9505
m/birdemic_shock_and_terror-2008,Birdemic: Shock And Terror,Sean Axmaker,False,Rotten,Rotten,2017,"A shot-on-video reworking of The Birds as a screwy commentary on the dangers of global warming, Birdemic: Shock and Terror pours every stupid horror movie clich into an abstract road movie ...",male,"['Horror', 'Mystery & Suspense', 'Romance']","{'neg': 0.432, 'neu': 0.531, 'pos': 0.037, 'compound': -0.9524}",-0.9524
m/1211619-remember_me,Remember Me,Roger Moore,True,Rotten,Rotten,2010,"The film's tone is all wrong, the pacing is dead and the veering between sex, sadness and sado-masochistic violence is enough to give you motion sickness. It's a bad movie.",male,"['Drama', 'Romance']","{'neg': 0.427, 'neu': 0.573, 'pos': 0.0, 'compound': -0.9578}",-0.9578
m/1190660-over_my_dead_body,Over Her Dead Body,Peter Sobczynski,False,Rotten,Rotten,2008,"""Over Her Dead Body"" tells the story of an obnoxious and thoroughly unpleasant woman who dies in the first scene and still continues to annoy and aggravate. Unfortunately,it turns out that the film itself suffers from the same condition.",male,"['Comedy', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.9647}",-0.9647
m/a-wedding-for-bella,A Wedding for Bella,Steve Rhodes,False,Rotten,Rotten,2003,Bella is the picture of health with boundless energy until a few days before she dies. This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer.,male,"['Comedy', 'Drama', 'Romance']","{'neg': 0.422, 'neu': 0.541, 'pos': 0.037, 'compound': -0.9721}",-0.9721
m/1211619-remember_me,Remember Me,Willie Waffle,False,Rotten,Fresh,2010,I hate the ending. I hate it. I hate it. I hate it. I hate it more than Kim Basinger hates Alec Baldwin. I hate more than Garfield hates Mondays.,mostly_male,"['Drama', 'Romance']","{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.9818}",-0.9818
