rotten_tomatoes_link,review_content,movie_title,genre_list
m/1004906-creature_from_the_black_lagoon,Its solitary aim was to exploit the viewer's fear of the unknown.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,One of the best of the 1950's creature features. (By a long shot.),Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Tremendous chilling fun, whether in 3-D or no. And Julia Adams is still hot in that swimsuit.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,Great monster suit. Not much of a movie,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Incluindo um curioso subtexto ecolgico, o filme envelheceu bem: pode at no assustar como na poca de seu lanamento, mas continua interessante.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,Creepy underwater horror flick. Ahead of its time.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"As directed by Jack Arnold, the film suffers from silly stretches of dialogue and wooden acting, but the underwater footage is still beautiful, and Adams radiates a strong, sexy screen presence.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,Very neat,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,The routine story is mightily improved by Arnold's sure sense of atmospheric locations and by the often sympathetic portrait of the monster.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,This adventure has no depth.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Imbued with great atmosphere by director Jack Arnold, the film is genuinely frightening, but also elicits a certain amount of pathos for the creature.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"The underwater sequences were excellently shot by Havens, and the make-up for the half man, half fish was a masterful creation by Bud Westmore and Jack Keven.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Jack Arnold has a flair for this sort of thing, and if there really is anything frightening about a man dressed up in a rubber suit with zippers where the gills ought to be, Arnold comes close to finding it.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Jack Arnold's direction has done a firstrate job developing chills and suspense, and James C. Havens rates a good credit for his direction of the underwater sequences.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"The beats of the film are like overused sandpaper, too worn down and tattered to have more than a passing effect.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,What distinguished Jack Arnold's pictures from mutant spinoffs/knockoffs is even more imperative to sci-fi today than it was in 1954: wonderment.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"When I was a kid, this was the movie monster I wanted to be.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Okay, it's just a guy in a rubber suit. Even people in the 1950's weren't afraid of this so-called monster. But, there's some camp value to this on-the-water and under-the-water adventure.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,It makes for solid horror-thrill entertainment.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"The whole thing is ultimately just a '50s B-movie, but it's hard to imagine what they could have done to make it a better one.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,This is a pulp classic with good reason.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,This is certainly one of the most fondly remembered of the science fiction films of the 1950s.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Along comes one of those tedious, topeed expeditions, in a battered white boat, and the ""Gill-Man"" is chased, photographed, speared, half-asphyxiated, and screamed at. No wonder he commits murder (five of them).",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"The boys at Universal were on a fanciful binge, putting on an enjoyable show in the water, something less in dry-dock.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"Short on science, the picture's long enough on excitement, strongly recalling the hit Beast from 20,000 Fathoms.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"A prehistoric man shaped fish falls in love with screaming Julia Adams in an Amazon backwater, but his courtship is a failure. So is the movie.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,There are some effective underwater scenes; otherwise script and direction are commonplace.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,The subject matter has been handled in a way that makes for a maximum of suspense and with an eye toward satisfying those who seek horrific chills and thrills.,Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1004906-creature_from_the_black_lagoon,"It's horribly dated, the acting's lousy, the 3D effects are worthless and the monster is a man in a rubber suit. Yet Creature from the Black Lagoon remains one of the all-time classic monster movies.",Creature from the Black Lagoon,"['Classics', 'Cult Movies', 'Horror', 'Science Fiction & Fantasy']"
m/1007350-fire_and_ice,"Its ambiguously gay villain notwithstanding, Fire and Ice just doesn't hold the weight, either visually or thematically, that its creators probably hoped it would.",Fire and Ice,"['Action & Adventure', 'Animation', 'Cult Movies', 'Science Fiction & Fantasy']"
m/1007350-fire_and_ice,It fully conjures a universe that other movies had to infer with cheap sets and silly costumes.,Fire and Ice,"['Action & Adventure', 'Animation', 'Cult Movies', 'Science Fiction & Fantasy']"
m/1007350-fire_and_ice,"A classic style, dressed up in irony. [Full Review in Spanish]",Fire and Ice,"['Action & Adventure', 'Animation', 'Cult Movies', 'Science Fiction & Fantasy']"
m/1007350-fire_and_ice,"This animated fantasy from Ralph Bakshi and Frank Frazetta is just a half-step above garbage, despite some cool elements.",Fire and Ice,"['Action & Adventure', 'Animation', 'Cult Movies', 'Science Fiction & Fantasy']"
m/1008588-gone_in_60_seconds,"The 40-minute car chase ... is one wild ride. The rest of the film, however, is sorely lacking.",Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,The car wrecks pile up to boredom before the end.,Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,"Halicki may know car chases, but he doesn't really know anything about dramatic filmmaking",Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,It's a pity that it had to descend into such routine carnage.,Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,"Has much more of an electrifying energy, and intelligence than the remake does...",Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,"Amateurish, badly acted and shot on the cheap (many sequences don't even have sync sound), this cult item features a 40-minute car chase (almost half the film's running time) that's nothing short of breathtaking.",Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1008588-gone_in_60_seconds,"... perhaps the ultimate drive-in car chase movie. If that sounds like a backhanded compliment, then you don't know the sheer visceral thrill of a great tire squealing, chassis-slamming, speed demon piece of auto outlaw cinema.",Gone in 60 Seconds,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1012514-little_shop_of_horrors,A campy Corman classic. Drink some beers and have fun with it!,The Little Shop of Horrors,"['Classics', 'Comedy', 'Cult Movies', 'Horror']"
m/1012514-little_shop_of_horrors,"Aside from all this surface nonsense, there's something interesting about the film (perhaps all the emphasis on eating and mouths).",The Little Shop of Horrors,"['Classics', 'Comedy', 'Cult Movies', 'Horror']"
m/1012514-little_shop_of_horrors,"Whether the film fully lives up to its reputation is another matter, but there is no doubt that The Little Shop of Horrors has earned its small place in cult movie history.",The Little Shop of Horrors,"['Classics', 'Comedy', 'Cult Movies', 'Horror']"
m/1012514-little_shop_of_horrors,"Before inspiring all of the catchy musical numbers, Corman's film remains an absurd, slapstick comedy with a sharp mix of stark depression.",The Little Shop of Horrors,"['Classics', 'Comedy', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,It's the funniest but most real-looking horror film ever made.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Shocks come from the way in which Romero repeatedly presents a clichd situations in which we think we know what's going on, only for Romero to pull out the rug from underneath, thereby producing a greater shock.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Gets under your skin and burrows into your blood and psyche.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,reinvented the American horror film,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"There is a resounding lack of sentimentality that cuts through the death and chaos, as a desperate bunch of people fight to stay alive.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,This disc is done right!,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"I can't underrate its intangible ability to bypass my rationale and lunge straight at my subconscious. When it's really cooking, it's the scariest film I've ever seen.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,It's the anticipation of horrible scenarios that makes the film work so well.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"A spare, disturbing classic.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"This film managed to successfully mesh the concepts of flesh-eating zombies, isolation, and global panic realized on a claustrophobic and intimate scale.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"The dialogue and background music sound hollow, as if they had been recorded in an empty swimming pool, and the wobbly camera seems to have a fetishist's interest in hands.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Landmark horror film somewhat blunted by bad acting.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Ainda hoje permanece como um dos melhores do gnero.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Night of the Living Dead happens to rank squarely with the greatest films ever made, period.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Sorry, but it really isn't that scary in this day and age.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Maybe the best movie ever made in Pittsburgh.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"The latest ""Ultimate Edition"" features a digitally colourised version as well as an audio commentary by Mike Nelson.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"A tightly-edited, claustrophobically-framed horror film that retains, along with its relevance, its ability to startle and appall.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,The grandaddy of them all. Created a whole new genre',Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,A doozie.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"One of the best films ever made, and possibly the most influential horror movie of all time.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Chuckle, if you can, during the first few minutes; because after that laughter catches in the throat as the clammy hand of terror tightens its grip.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"This is horror at its most probing, subversive and socially aware, with a truly harrowing ending that reveals the dangers of misdirected fear and prejudice.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,A quarter of a century old and it is still absolutely terrifying.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"George Romero's remarkably assured debut, made on a shoestring, about a group of people barricaded inside a farmhouse while an army of flesh-eating zombies roams the countryside, deflates all genre clichs.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Over its short, furious course, the picture violates so many strong taboos -- cannibalism, incest, necrophilia -- that it leaves audiences giddy and hysterical.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,I felt real terror in that neighborhood theater last Saturday afternoon. I saw kids who had no resources they could draw upon to protect themselves from the dread and fear they felt.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Seldom have so many pundit parses and public praises owed so much to so little as in the case of the career-launching 'Night of the Living Dead.',Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,There's a brute force in Night of the Living Dead that catches one in the throat.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Arguably the greatest horror film ever made - and one of the greatest in any genre - 'Night' is also the ultimate B-movie.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,This little seat-of-the-pants regional production chewed up and spit out taboos like raw meat in a feral feeding frenzy.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,George Romero set a new standard for horror with this low-budget opus.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Although pic's basic premise is repellent -- recently dead bodies are resurrected and begin killing human beings in order to eat their flesh -- it is in execution that the film distastefully excels.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"One of the most nightmarish films ever made, and one that's still hard to laugh off today.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Romero saw the enemy, and they are the zombie masses among us. There is nowhere safe to hide.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"The racial subtext spoke volumes in 1968. Once the zombies start knocking, only a fool would cling to segregation.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Night of the Living Dead (1968) was director George Romero's most notable genre-defining, classic zombie horror film -- it quickly became his calling card, and was responsible for making him influentially known as the Master of the modern 'zombie film'",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Oft-copied zombie classic is still intense and gory.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"""Night of the Living Dead"" became a seminal film without being a particularly good one. It nudged horror movies away from creepy-but-family-friendly into adult films featuring gruesome violence and nihilistic overtones.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,The original and the best.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"It's a virulent portrait of an America in flux and decay, from the flag billowing near the graveyard at the start to its disturbing depiction of a lynch-mob mentality. But Night also transcends its period through sheer intensity.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"It's pitch perfect in writing, mood, and scares, and still holds up to scrutiny, no matter how harsh.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Subjects us to the kind of unrelenting nightmare we only wish we could wake up from.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"If [Romero's] original vision of the undead looks dulled by today's standards, his embedded political commentary on racism feels just as sharp.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Director George A Romero redefined the meaning of horror for fear-sated audiences in the 1960s with this seminal classic.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Carve[s] open the guts of American culture, using violence and even the horror genre itself as a tool rather than an end.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"The immediate, quasi-documentary feel, a result of budgetary constraints, actually served the film's horror, jolting audiences because it all seemed just a little too real.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"All in all, Night of the Living Dead is obviously just as marvellous as it's always been.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"A landmark of American cinema. Intentional or not, the film's sociopolitical content remains as potent as ever.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Night of the Living Dead (1968) is the first genuinely modern horror movie, shot more like a documentary of the apocalypse than the Gothic horrors that defined the sixties, and it bled right into the fabric of the culture.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Combined with Romero's political commentary is a cinematic aesthetic that arguably outstrips its sequels in both craft and effectiveness.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"What's truly remarkable is how, after half a century and an uncountable number of zombie films, novels, comics, TV shows, and video games, you can watch the original Night of the Living Dead and it still feels fresh and terrifying.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"It's tame of course by today's standards, but that, combined with he cynical racial component, was viewed as an all-out attack on ""civilized"" American society in general.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"A slightly tacky horror picture which makes quite an impact; partly, I suspect, by ingeniously playing off its own limitations.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,The movie remains unsettling after all these years because of its bleak simplicity.,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Romero conjures moments of eeriness and dread throughout, keeping the lighting low and the special effects to a minimum, though there will be blood, fire, cannibalism and a great deal of death.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Night of the Living Dead is a revolutionary moment in American independent cinema, a film that inspired countless of filmmakers to pick up a camera and attempt their dream with nothing more than a handful of friends, a shoestring budget, and a vision.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"...there's a strong element of social satire in this low-budget horror movie, and racism is not Romero's only target...",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"Night of the Living Dead was so far ahead of its time, Hollywood is still trying to catch up.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"The simple setup, stark black-and-white photography, limited resources, and eerie music give the film an effectiveness not often found in such minimalist ventures.",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,"This was an American horror movie, so it needed no English accents or familiar character actors. It was grim and unflinching...",Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,I love how the black and white cinematography adds to the mood,Night of the Living Dead,"['Classics', 'Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Even Vincent Price has little to do,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,The best of the Roger Corman Poe films.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Typical Corman-Poe flick with a few unintended laughs thanks to Vinnie's campiness.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"Corman estabelece uma boa atmosfera de tensão, sendo auxiliado na tarefa pela bela direção de arte e por um Vincent Price mais do que inspirado.",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"It reminds us that flat, colorless character actors look really flat and colorless when sharing a scene with Price.",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Vincent Price lording over a giant torture pendulum! Awesome.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"The result is a physically stylish, imaginatively photographed horror film which, though needlessly corny in many spots, adds up to good exploitation.",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"The title calls out for lustrous Freudian hysteria, and Corman delivers",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"The film ends up being very nearly as good [as House of Usher], and better in some respects.",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Who wants understatement in a film with dungeons and giant blades?,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Proves to be the equal of 1960's The Fall of the House of Usher.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,There are few other cinematic experiences that can imitate the specific pleasure of watching Vincent Price skulk through darkened corridors holding a candelabra.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Exemplary horror. [Full Review in Spanish],Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Roger Corman has evoked a genuinely chilling mood of horror.,Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,"A richly realized, full-blooded ode to horror, dead dreams, duplicity, infidelity, mass-murder and cyclical madness.",Pit and the Pendulum (The Pit and the Pendulum),"['Cult Movies', 'Horror']"
m/1019761-1019761-st_valentines_day_massacre,"Shoot 'em up gangsters, Prohibition era, via Roger Corman.",The St. Valentine's Day Massacre,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,"Roger Corman's rat-tat-tat helming is one of the strengths of this crime flick ... What damages the picture are the performances by the two top-billed stars, Jason Robards and George Segal.",The St. Valentine's Day Massacre,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,"Corman is adept at creating human moments between the plot points, reminding us of the little guys caught up in the war and the human cost of the violence...",The St. Valentine's Day Massacre,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
