rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/a_secret_love,A Secret Love,Guy Lodge,True,Certified-Fresh,Fresh,2020,"At once a misty-eyed romance and a harsh depiction of the practical and emotional challenges of giving up independent living, ""A Secret Love"" isn't subtle in its Kleenex-clutching tactics... but it's certainly effective.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.047, 'neu': 0.558, 'pos': 0.395, 'compound': 0.9072}",0.9072
m/celluloid_closet,The Celluloid Closet,Joe Baltake,False,Fresh,Fresh,2000,"Even if The Celluloid Closet ... isn't quite the most perfectly political piece of filmmaking that you'd expect (or hoped) it would be, it's still a pretty convincing argument and, what's more, likably entertaining.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.056, 'neu': 0.632, 'pos': 0.312, 'compound': 0.9069}",0.9069
m/a_secret_love,A Secret Love,Catherine Springer,False,Certified-Fresh,Fresh,2020,"A Secret Love still manages to tug at every single heartstring. Pat and Terry had a legitimate love story, one for the ages, and it's one we all should experience, in all its tenderness and fortitude.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9042}",0.9042
m/better_than_chocolate,Better than Chocolate,David Noh,False,Rotten,Fresh,2006,"Anne Wheeler's sexy, funny, poignant film, from a bright script by Peggy Thompson, is a real charmer, with considerable brains.",male,"['Art House & International', 'Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9022}",0.9022
m/birdcage,The Birdcage,Mike Massie,False,Certified-Fresh,Fresh,2020,"The dialogue is sensational, the cast is perfect, the directing is sharp (by celebrated filmmaker Mike Nichols), the music is snazzy, and the film concludes quite cleverly.",male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8999}",0.8999
m/1213734-ghosted,Ghosted,Steve Ramos,False,Rotten,Rotten,2009,"While longtime Treut admirers may miss the gender politics, explicit sex and lesbian SM content of her best known films, the romantic and lush Ghosted offers First Run a good shot at a wider specialty audience.",male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.037, 'neu': 0.673, 'pos': 0.29, 'compound': 0.8979}",0.8979
m/a_secret_love,A Secret Love,Liam Lacey,False,Certified-Fresh,Fresh,2020,"Like any great romance, A Secret Love is made more piquant by the personality differences between the two women. But they connect with a powerful bond.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8979}",0.8979
m/a_secret_love,A Secret Love,Alci Rengifo,False,Certified-Fresh,Fresh,2020,"""A Secret Love,"" with its nostalgic tone flows like a recap of lives. To [Chris] Bolan's credit it's full of both admiration but honesty as well.",unknown,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8945}",0.8945
m/big_gay_musical,The Big Gay Musical,James Wegg,False,Fresh,Fresh,2010,"Happily, writer/lyricist Fred M. Caruso's ""divine inspiration"" found a largely-talented cast, crew and composer and crafted a show-within-a-show songfest that tackles nearly every pink-triangle issue known to queerdom.",male,"['Comedy', 'Musical & Performing Arts', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.891}",0.891
m/all_over_the_guy,All Over the Guy,Rod Armstrong,False,Rotten,Fresh,2001,"A mostly winning, charming, and intelligent entry in the genre.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.8807}",0.8807
m/big_eden,Big Eden,John Esther,False,Fresh,Rotten,2002,"Lackluster at 24 frames per second, Writer/Director Thomas Bezucha's debut film, ""Big Eden"" is another love story about falling in love with the wrong guy, all the while not realizing the right guy is in love with you.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.093, 'neu': 0.656, 'pos': 0.25, 'compound': 0.872}",0.872
m/boy_culture,Boy Culture,Gabriel Shanks,False,Fresh,Fresh,2007,"Brocka leaps into the small circle of leading queer filmmakers of our time, sculpting an unpredictable romance that is complex, sophisticated and thoughtful.",male,"['Comedy', 'Drama', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8689}",0.8689
m/birdcage,The Birdcage,Chuck O'Leary,False,Certified-Fresh,Fresh,2005,"If you like to laugh and laugh hard, don't miss this one. It's a genuine hoot.",male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.062, 'neu': 0.444, 'pos': 0.494, 'compound': 0.8672}",0.8672
m/celluloid_closet,The Celluloid Closet,Patrick Byrne,False,Fresh,Fresh,2002,"Like a scrapbook of movie memorabilia from some of the greatest films ever made, it's a welcome look back at the ever-changing times of the world around us.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8658}",0.8658
m/all_over_the_guy,All Over the Guy,Chris Hewitt,False,Rotten,Rotten,2001,"Much of the dialogue is sharp, but All Over is undone by melodrama, an overly familiar story and characters who seem more like stand-up comedians as they rattle off lines like, 'The self-pity bus stops right in front of my building. Get on it.'",mostly_male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.036, 'neu': 0.762, 'pos': 0.202, 'compound': 0.8649}",0.8649
m/a_secret_love,A Secret Love,Susan Wloszczyna,False,Certified-Fresh,Fresh,2020,"To Bolan, we get to see the ladies in their glorious, vibrant youth as career gals in the big city and one cherished piece of footage of the two women frolicking in ridiculously garish cone-shaped hats on the beach.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.05, 'neu': 0.725, 'pos': 0.226, 'compound': 0.8591}",0.8591
m/a_secret_love,A Secret Love,Katie Walsh,True,Certified-Fresh,Fresh,2020,"""A Secret Love"" weaves the couple's remarkable life story into a sensitive and intimate depiction of the two navigating the realities of growing older together...",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.8591}",0.8591
m/celluloid_closet,The Celluloid Closet,Alan Radcliffe,False,Fresh,Fresh,2020,"This intelligent, fascinating film - based on the book by Vito Russo - is well worth a watch and is stuffed full of clips and contributions from stars, directors, screenwriters and academics.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8591}",0.8591
m/all_over_the_guy,All Over the Guy,Wesley Morris,True,Rotten,Rotten,2001,"If you want to watch a gaggle of pretty faux-neurotic people hang out and throw quips, you're probably better off watching Friends.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.8591}",0.8591
m/all_over_the_guy,All Over the Guy,Caffeinated Clint,False,Rotten,Fresh,2006,"Better than ""The Opposite of Sex"", all-round good fun!",unknown,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.8553}",0.8553
m/a_secret_love,A Secret Love,Tomris Laffly,True,Certified-Fresh,Fresh,2020,"There is no crying in baseball, but you might just be reduced to a puddle of tears while watching Bolan's film, which finally brings the duo's love out of the shadows and gives it a long-overdue chance to shine freely.",unknown,"['Documentary', 'Gay & Lesbian']","{'neg': 0.12, 'neu': 0.638, 'pos': 0.242, 'compound': 0.8462}",0.8462
m/a_secret_love,A Secret Love,Roger Moore,False,Certified-Fresh,Fresh,2020,"Bolan gets a very sweet film out of a story where we never doubt, for a second, a happy ending.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8443}",0.8443
m/big_eden,Big Eden,Steve Rhodes,False,Fresh,Fresh,2001,"Beautifully filmed and warmly scored, the movie is a treat for the eyes and ears.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.8442}",0.8442
m/a_secret_love,A Secret Love,Anna Menta,False,Certified-Fresh,Fresh,2020,"The film is a history lesson, a love story, and a family drama all wrapped up into an 82-minute documentary. And it is beautiful.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.8442}",0.8442
m/a_four_letter_word,A Four Letter Word,Phil Villarreal,False,Rotten,Fresh,2008,"A gay romantic comedy, witty and charming enough to stand up to any boy-meets-girl date flick in the megaplexes.",male,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8402}",0.8402
m/1213734-ghosted,Ghosted,Nathan Lee,True,Rotten,Rotten,2009,An elegant but unsatisfying drama of cross-cultural lesbian love triangles.,male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8338}",0.8338
m/a_four_letter_word,A Four Letter Word,Maureen M. Hart,True,Rotten,Rotten,2008,"Archer's acting is overly arch, but Cory Grant is quite effective as Zeke.",female,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.8334}",0.8334
m/birdcage,The Birdcage,Barbara Shulgasser,False,Certified-Fresh,Fresh,2000,"Nathan Lane, I would personally like to send you a big, fat kiss of admiration.",female,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.8316}",0.8316
m/between_love_and_goodbye,Between Love & Goodbye,Nathan Lee,True,Rotten,Rotten,2009,"Between Love & Goodbye tells of the ill-fated romance between a pair of East Village transplants with 2 percent body fat, zero personality and even less chemistry.",male,"['Drama', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.8316}",0.8316
m/big_gay_musical,The Big Gay Musical,Rich Cline,False,Fresh,Fresh,2010,A clever script and solid acting raises this colourful gay romantic comedy above most films in the genre,mostly_male,"['Comedy', 'Musical & Performing Arts', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8316}",0.8316
m/a_secret_love,A Secret Love,Lael Loewenstein,False,Certified-Fresh,Fresh,2020,"This is such a good movie, not just because of its portrait of these two women who had a closeted love affair for so many years... There is [also] an extremely poignant part of the film which is just how difficult it is to deal with elder care.",unknown,"['Documentary', 'Gay & Lesbian']","{'neg': 0.046, 'neu': 0.766, 'pos': 0.188, 'compound': 0.8316}",0.8316
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Kam Williams,False,Fresh,Fresh,2007,"Relatively tame retrospective about the relationship of a gay patron of the arts and his famous photographer lover best remembered for graphic, homoerotic snapshots featuring shocking sights like that of a bullwhip in a tight place.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.064, 'neu': 0.687, 'pos': 0.249, 'compound': 0.8316}",0.8316
m/all_over_the_guy,All Over the Guy,Ed Gonzalez,False,Rotten,Rotten,2001,Forgets to iron out the kinks that make the straight romantic comedies feel like tediously long television sitcoms.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8316}",0.8316
m/born_in_flames,Born in Flames,Marjorie Baumgarten,False,Fresh,Fresh,2003,"Beautifully made, courageously edited, and swift-moving, this challenging, provocative film is a work that is both humanist and revolutionary.",female,"['Comedy', 'Drama', 'Science Fiction & Fantasy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8294}",0.8294
m/big_eden,Big Eden,Mary F. Pols,False,Fresh,Rotten,2001,"Except for its gay characters, Big Eden doesn't deviate from tired romantic comedies about heroes who don't know what's good for them.",mostly_female,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.079, 'neu': 0.557, 'pos': 0.364, 'compound': 0.8271}",0.8271
m/a_secret_love,A Secret Love,Chris Knight,False,Certified-Fresh,Fresh,2020,"Amazing but wonderful, for despite feeling like interlopers, audiences will learn much about the family dynamic here...",mostly_male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.156, 'neu': 0.443, 'pos': 0.401, 'compound': 0.8239}",0.8239
m/birdcage,The Birdcage,Allyson Ann Allante,False,Certified-Fresh,Fresh,2020,"If you haven't seen Birdcage, check it out on video, or better yet, get gussied up and see it in a theater. Either way, realize and appreciate the very symbolic general public acceptance of the transgender phenomenon (and YOU) this film represents.",female,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8225}",0.8225
m/a_secret_love,A Secret Love,Robyn Bahr,True,Certified-Fresh,Fresh,2020,"Tender without being cloying, naturalistic without seeming contrived, A Secret Love may be the ideal antidote to your least-favorite queer tropes.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8225}",0.8225
m/birdcage,The Birdcage,Richard Propes,False,Certified-Fresh,Fresh,2020,"While the film occasionally drifts into stereotypes, they are typically rather harmless and Williams and Lane play off of each other perfectly.",male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.8225
m/celluloid_closet,The Celluloid Closet,Janet Maslin,True,Fresh,Fresh,2003,"Celebrity interviewees and glossy graphics further turn this into a colorful overview with the popular appeal of a ""That's Entertainment!"" and with an even more interestingly gay agenda than the history of Hollywood musical comedy.",female,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8217}",0.8217
m/a_secret_love,A Secret Love,Jude Dry,True,Certified-Fresh,Fresh,2020,"""A Secret Love"" is full of the kind of gentle ribbing and loving chuckles one would expect from any adorable old couple, but it's made all the more poignant by the fact of Pat and Terry's trailblazing personal histories.",mostly_male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8178}",0.8178
m/boy_culture,Boy Culture,Brian Orndorf,False,Fresh,Fresh,2007,"Boy Culture dares to speak on the gay experience without the need for affectation, and it's a rewarding and often superb viewing experience.",male,"['Comedy', 'Drama', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.8176}",0.8176
m/a_secret_love,A Secret Love,Dennis Schwartz,False,Certified-Fresh,Fresh,2020,Fascinating bittersweet love story documentary on a lesbian relationship.,male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.093, 'neu': 0.357, 'pos': 0.55, 'compound': 0.8126}",0.8126
m/boy_culture,Boy Culture,John Monaghan,True,Fresh,Fresh,2007,Benefits from some assured helming by Q. Allan Brocka and strong performances.,male,"['Comedy', 'Drama', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8126}",0.8126
m/a_secret_love,A Secret Love,John Serba,False,Certified-Fresh,Fresh,2020,"If you want a universal treatise on the enduring nature of true love, this is it.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8074}",0.8074
m/a_four_letter_word,A Four Letter Word,Tim Cogshell,False,Rotten,Fresh,2008,"It's always a treat when a movie seems to be exactly the movie that the filmmakers intended to make, and their audience wants to see. It's also a treat when it's a good movie, too.",male,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8074}",0.8074
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Sid Smith,True,Fresh,Fresh,2008,"The movie makes its main point. Wagstaff was an important, complex, fascinating figure, well worth remembering.",mostly_male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.8074}",0.8074
m/a_secret_love,A Secret Love,Stephanie Zacharek,True,Certified-Fresh,Fresh,2020,It's enraging that society made them feel they had to hide. But their happiness is the ultimate triumph.,female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.14, 'neu': 0.522, 'pos': 0.338, 'compound': 0.8074}",0.8074
m/birdcage,The Birdcage,Luis Martinez,False,Certified-Fresh,Fresh,2002,"It is not the Broadway classic, but it's ok. Just for fun.",male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8047}",0.8047
m/big_eden,Big Eden,Elias Savada,False,Fresh,Fresh,2001,"...a funny coming-of-age romantic romp set in the Montana timberwoods, a thousand miles from nowhere.... A sure fire audience pleaser.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.092, 'neu': 0.5, 'pos': 0.408, 'compound': 0.802}",0.802
m/1213734-ghosted,Ghosted,Jim Slotek,False,Rotten,Rotten,2009,"Feels like an overwritten fringe festival play, performed outdoors, with a single camera recording it for posterity.",male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7964}",0.7964
m/celluloid_closet,The Celluloid Closet,Mark Bourne,False,Fresh,Fresh,2006,"It's engrossing, brings a healthy sense of humor to the discussion, and enlightening without being bludgeoning.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.7964}",0.7964
m/birdcage,The Birdcage,Chris Hicks,False,Certified-Fresh,Fresh,2000,"The Birdcage is a funny film, with terrific performances by headliners Robin Williams, as an aging gay man, and Gene Hackman and Dianne Wiest as an uptight conservative couple he hosts at a dinner party while trying to act straight.",mostly_male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.056, 'neu': 0.714, 'pos': 0.229, 'compound': 0.7906}",0.7906
m/birdcage,The Birdcage,Alex Sandell,False,Certified-Fresh,Fresh,2003,Pretty funny comedy from the days when Williams didn't feel he had to be either A. TOTALLY CHARMING or B. ABSOLUTELY EVIL.,male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.165, 'neu': 0.456, 'pos': 0.379, 'compound': 0.7906}",0.7906
m/a_secret_love,A Secret Love,Jonathon Wilson,False,Certified-Fresh,Fresh,2020,It's a wholesome and lovely film and an undeniable crowd-pleaser well-suited to a streaming release - perhaps even more so than its planned debut at the canceled SXSW festival.,male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7906}",0.7906
m/big_eden,Big Eden,Kevin Maynard,True,Fresh,Fresh,2001,"Yet, for all the film's slow spots, it's impossible not to be moved by Henry and Pike's blossoming romance, thanks especially to Gross and Schweig's charming lead performances.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.09, 'neu': 0.637, 'pos': 0.273, 'compound': 0.7859}",0.7859
m/all_over_the_guy,All Over the Guy,Eric Harrison,True,Rotten,Rotten,2001,"Probably plays better on the stage. On film, the dialogue sometimes seems too writerly, too cute.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7845}",0.7845
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,James Christopher,True,Fresh,Fresh,2008,"This is a terrific documentary by James Crump about the unsung collector, Wagstaff, and his lopsided relationship with his hungry young lover, Mapplethorpe.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7845}",0.7845
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Richard Knight,False,Fresh,Fresh,2008,Let's hope this is the springboard for a biopic on the art world's dynamic gay duo - maybe by the time it gets made we'll even have some openly gay actors to play the parts.,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.7845}",0.7845
m/a_secret_love,A Secret Love,André Hereford,False,Certified-Fresh,Fresh,2020,"A Secret Love is in a league of its own documenting the history, love story, and struggles of two pioneering lesbians.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.093, 'neu': 0.595, 'pos': 0.312, 'compound': 0.7845}",0.7845
m/all_over_the_guy,All Over the Guy,Dave Kehr,True,Rotten,Rotten,2001,There isn't much to separate All Over the Guy from the great mass of indie dating comedies.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7783}",0.7783
m/all_over_the_guy,All Over the Guy,David Noh,False,Rotten,Fresh,2001,"Very L.A., but in a good way: bright, fast and always informed, with a certain bitterness beneath the glossy surface.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.127, 'neu': 0.502, 'pos': 0.371, 'compound': 0.7783}",0.7783
m/big_eden,Big Eden,Arthur Salm,False,Fresh,Fresh,2001,"It's a love story in a land of enchantment, all the more affecting because everything looks like this place and this time.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.7717}",0.7717
m/big_eden,Big Eden,Joe Leydon,False,Fresh,Fresh,2001,An engaging and generous-spirited romantic comedy.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.283, 'pos': 0.717, 'compound': 0.765}",0.765
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Rich Cline,False,Fresh,Fresh,2008,"Crump's film is a vitally important document in this respect, bringing out Wagstaff's personality and vividly capturing the stories of the people who knew him.",mostly_male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7597}",0.7597
m/a_four_letter_word,A Four Letter Word,Sarah Boslaugh,False,Rotten,Fresh,2008,...explores gay life in New York primarily through the eyes of Luke ... who is so busy trying to sparkle that he's made himself into the perfect gay clich.,female,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7579}",0.7579
m/better_than_chocolate,Better than Chocolate,Michael Dequina,False,Rotten,Rotten,2006,"Plays like a 'very special episode' of a sitcom. That is, one with explicit nudity and sex.",male,"['Art House & International', 'Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7574}",0.7574
m/celluloid_closet,The Celluloid Closet,Steve Rhodes,False,Fresh,Fresh,2000,"Although the film will clearly appeal to homosexuals and to film buffs, I believe that anyone seeing this documentary will find it an absolutely engrossing and fascinating movie.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.7553}",0.7553
m/broken_hearts_club,The Broken Hearts Club,Sandra Hall,True,Fresh,Rotten,2020,"It's fun, but its desperate desire to be liked eventually wears you out.",female,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.138, 'neu': 0.422, 'pos': 0.44, 'compound': 0.7543}",0.7543
m/a_four_letter_word,A Four Letter Word,Jeannette Catsoulis,True,Rotten,Fresh,2008,A Four Letter Word is a surprisingly endearing romantic comedy that explores gay relationships with low-budget verve.,female,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.7506}",0.7506
