rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/beyond_the_edge_2013,Beyond the Edge,MaryAnn Johanson,False,Fresh,Fresh,2014,"Through gorgeous archival footage and new re-creations, thrillingly places us amidst the first successful summit of Everest in 1953, taking true advantage of 3D to offer us dazzling mountain vistas.",unknown,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9393}",0.9393
m/10009355-sugar,Sugar,Craig Phillips,False,Certified-Fresh,Fresh,2009,"Full of life, even sexy and at times bouncy (and with a fine score), Sugar is a lovely, moving treat... full of rich supporting characters.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9382}",0.9382
m/1197992-perfect_game,The Perfect Game,Andrea Chase,False,Rotten,Fresh,2010,there is a tricky line for a film to walk between earnest sweetness and syrupy schmaltz. The Perfect Game pulls off this balancing act with a combination of smart direction and even smarter casting,female,"['Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.038, 'neu': 0.588, 'pos': 0.374, 'compound': 0.936}",0.936
m/1212694-blind_side,The Blind Side,Stephen Silver,False,Fresh,Fresh,2009,"Yes, it is one of the more tired genres around, and no, it's not as good as the book. But ""The Blind Side,"" is a nice surprise- a heartfelt drama that tells an amazing story remarkably well.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.162, 'neu': 0.453, 'pos': 0.385, 'compound': 0.9359}",0.9359
m/battle_of_the_sexes,Battle of the Sexes,Louise Keller,False,Certified-Fresh,Fresh,2017,"You don't have to be a tennis fan to warm to this highly entertaining story in which passion, determination and courage are the drivers.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.9359}",0.9359
m/battle_of_the_sexes,Battle of the Sexes,Bill Goodykoontz,True,Certified-Fresh,Fresh,2017,"Stone won an Academy Award for ""La La Land,"" but she's better here, probably the best she's ever been.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9354}",0.9354
m/10009355-sugar,Sugar,Dan DiNicola,False,Certified-Fresh,Fresh,2018,"Sugar is one smart, beautiful movie, and from where I stand, it is an instant classic with the guts and integrity to remain focused on a winning story about a flowering American-immigrant soul.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9349}",0.9349
m/10009355-sugar,Sugar,Nick Rogers,False,Certified-Fresh,Fresh,2010,"Steroids enter the equation, but ""Sugar's"" narrative turns feel more generous than obvious - emphasizing baseball's calming, community ideas over its cult of personality. The gravity of Miguel's plight stays with you, but so does his eventual peace.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9348}",0.9348
m/1212694-blind_side,The Blind Side,Clay Cane,False,Fresh,Fresh,2009,"For many African-Americans, The Blind Side will be familiar with its elements of 'The Great White Hope' and 'The Magical Negro.' But, this is a true story. You can't hate a story for being true, even if it might channel legendary Hollywood stereotypes.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.035, 'neu': 0.664, 'pos': 0.301, 'compound': 0.9331}",0.9331
m/battle_of_the_sexes,Battle of the Sexes,Jordan Riefe,False,Certified-Fresh,Fresh,2017,"Without sermonizing, ""Battle of the Sexes"" speaks to issues that are sadly all too contemporary, but it does so in a way that is entertaining, thoughtful and emotionally engaging, making it a worthy entry in the Oscar race.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.04, 'neu': 0.629, 'pos': 0.331, 'compound': 0.9312}",0.9312
m/brother_2010,Brother (Hermano),Jeannette Catsoulis,True,Rotten,Fresh,2012,"The sports-as-savior theme is an old one, but this confident movie, alternately volatile and tender, coats its clichs in winningly natural performances and Enrique Aular's kinetic photography.",female,"['Art House & International', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9303}",0.9303
m/1009427-heaven_can_wait,Heaven Can Wait,James Rocchi,False,Certified-Fresh,Fresh,2002,"A sweet, unassuming, heartfelt delight that will make you laugh and probably leave you a little wistful.",male,"['Comedy', 'Science Fiction & Fantasy', 'Romance', 'Sports & Fitness']","{'neg': 0.048, 'neu': 0.397, 'pos': 0.556, 'compound': 0.93}",0.93
m/1212694-blind_side,The Blind Side,Kevin McCarthy,False,Fresh,Fresh,2009,"Judging by the awful trailers, I did not think in a million years I would see a wonderful true story that perfectly balanced comedy and drama. Bullock was fantastic.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.077, 'neu': 0.49, 'pos': 0.433, 'compound': 0.93}",0.93
m/1198511-bustin_down_the_door,Bustin' Down the Door,Nathan Lee,True,Fresh,Fresh,2008,"Happily, the filmmaker, Jeremy Gosch, puts his wide-eyed narrative together with an easy touch. With its amazing wall-to-wall footage of oceanic derring-do Bustin' Down the Door plays like visual air-conditioning.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.93}",0.93
m/battle_of_the_sexes,Battle of the Sexes,Kristy Puchko,False,Certified-Fresh,Fresh,2017,"It doesn't feel like a history lesson or a sermon. It feels like a conversation, laced with purpose and passion, but so generously sprinkled with charm, heart, and humor you might wish it'd never end.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.071, 'neu': 0.568, 'pos': 0.361, 'compound': 0.9297}",0.9297
m/1155467-glory_road,Glory Road,Paul Doro,False,Rotten,Rotten,2006,"However inspiring the actual events were, the movie feels like an opportunity lost. A powerful, significant true story like this deserves more than the ordinary.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.063, 'neu': 0.441, 'pos': 0.496, 'compound': 0.9287}",0.9287
m/1197992-perfect_game,The Perfect Game,Steve Persall,False,Rotten,Rotten,2010,(Recommended for) Little League coaches and teams whose schedules look like 10-run rules waiting to happen. Kids on the sweet end of that rule will scoff at this overly earnest story of diamond underdogs winning.,male,"['Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9274}",0.9274
m/1212694-blind_side,The Blind Side,Frederic and Mary Ann Brussat,False,Fresh,Fresh,2009,A wonderful feel-good fact-based sports story about the gifts of nurturing love and a redefinition of family values.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9274}",0.9274
m/britt_marie_was_here,Britt-Marie Was Here,Peter Sobczynski,False,Fresh,Rotten,2019,"The whole film is so devoid of real passion, energy and inspiration that there are times when it feels as if we are watching a less-than-satisfactory remake of a more inspired original work.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.927}",0.927
m/1208128-tyson,Tyson,Josh Bell,False,Certified-Fresh,Fresh,2009,"It may be discomfiting at times, but it's always honest, and like all of Toback's strongest work, it's challenging from beginning to end.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.9253}",0.9253
m/1208128-tyson,Tyson,Tony Macklin,False,Certified-Fresh,Fresh,2009,"Hardly anyone thinks of ... Tyson as articulate and sincere. But director James Toback does and captures these qualities in a fascinating, sympathetic portrait. Tyson is a film of vast surprises.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9246}",0.9246
m/1155467-glory_road,Glory Road,Marcianne Miller,False,Rotten,Fresh,2018,"If you're a basketball fan, you'll love it. If you're a parent looking for movie inspiration for your offspring, see it as a family outing. For everyone else, Glory Road is an accessible time capsule of American history.",unknown,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9246}",0.9246
m/1155467-glory_road,Glory Road,Tom Long,True,Rotten,Fresh,2006,"Glory Road is a can't-lose slam dunk of a movie, the sort of film that charges right over its minor flaws thanks to good intentions, fine execution and a breathless air of excitement.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.051, 'neu': 0.553, 'pos': 0.396, 'compound': 0.9244}",0.9244
m/because_of_winndixie,Because of Winn-Dixie,Lisa Schwarzbaum,True,Rotten,Fresh,2005,"To Winn-Dixie's great credit, both as a book and as a dandy, dignified movie, there's nothing condescendingly lesson-like in the wisdom India acquires.",female,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9231}",0.9231
m/1212694-blind_side,The Blind Side,Kit Bowen,False,Fresh,Fresh,2009,"Take a real-life story like The Blind Side, which on the surface sounds pretty sappy, and turn it into something honest, heartfelt and surprisingly inspirational.",mostly_male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.121, 'neu': 0.413, 'pos': 0.465, 'compound': 0.9231}",0.9231
m/10009355-sugar,Sugar,Jeffrey Chen,False,Certified-Fresh,Fresh,2010,"Not your usual film about chasing the American dream, Sugar gains mileage instead from a more sober brand of inspiration while imparting wisdom in the form of welcome reality checks.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9217}",0.9217
m/1155467-glory_road,Glory Road,Bill Clark,False,Rotten,Fresh,2006,"Glory Road is that annual old dependable, always willing to bring inspiration and good cheer to the cold month of January.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9201}",0.9201
m/10009355-sugar,Sugar,Robin Clifford,False,Certified-Fresh,Fresh,2009,...a rich character study of the title ball player and his metamorphosis into something greater than he could have expected %u2013 to live as a free and happy man doing what he really wants in his life.,mostly_male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.9201}",0.9201
m/beyond_the_edge_2013,Beyond the Edge,Tony Medley,False,Fresh,Fresh,2014,"...cinematography is magnificent, the scenery stunningly beautiful, and the recreations are woven into the narrative so seamlessly that they are almost unnoticeable...one of the best mountain-climbing movies.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9186}",0.9186
m/10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Willie Waffle,False,Certified-Fresh,Fresh,2006,"Crowder and Dower wonderfully coax the participants to tell us everything and present it in a very entertaining, engaging and informative way that will have fans and non-fans laughing all the way",mostly_male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9181}",0.9181
m/because_of_winndixie,Because of Winn-Dixie,MaryAnn Johanson,False,Rotten,Fresh,2005,[S]mart and sweet but unsentimental and warmly genuine in its portrait of childhood innocence and the adventure of growing up...,unknown,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.9178}",0.9178
m/1155467-glory_road,Glory Road,Randy Myers,False,Rotten,Fresh,2006,"Glory Road ranks near the top of recent 'inspirational' sports movies, leaping over such efforts as the unsurprising Dreamer, and the fine but overly directed The Greatest Game Ever Played.",mostly_male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.9178}",0.9178
m/1158528-goal,Goal! The Dream Begins (Goal!: The Impossible Dream),Peter Debruge,True,Rotten,Fresh,2006,Goal! is right up there with the terrific Akeelah and the Bee (another underdog now in theaters) in the way it draws you in and keeps you rooting for its lower class but highly talented hero.,male,"['Drama', 'Sports & Fitness']","{'neg': 0.035, 'neu': 0.693, 'pos': 0.272, 'compound': 0.9177}",0.9177
m/bleed_for_this,Bleed For This,Michael A. Smith,False,Fresh,Fresh,2016,"This is another in a list of fine performances by Miles Teller, who was so good in last year's ""Whiplash."" Here he captures the ego of Pazienza perfectly, making a man whose boasting should make him unlikable actually become someone to care about.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9176}",0.9176
m/1155467-glory_road,Glory Road,Tim Grierson,False,Rotten,Rotten,2008,"Playing out like Remember The Titans for basketball fans, Glory Road is yet another would-be inspirational true story that follows sports-movie conventions.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9169}",0.9169
m/battle_of_the_sexes,Battle of the Sexes,Paul Chambers,False,Certified-Fresh,Fresh,2018,"Great casting makes a great comedy, and some brilliant strokes are served with the sports dramedy, ""Battle of the Sexes.""",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.084, 'neu': 0.45, 'pos': 0.466, 'compound': 0.9169}",0.9169
m/1212694-blind_side,The Blind Side,Michael Phillips,True,Fresh,Rotten,2009,"The Blind Side fumbles a remarkable, true story of an African-American product of the West Memphis projects who ended up at a Christian school and in the care of a wealthy white family, and then went on to professional football glory.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.054, 'neu': 0.636, 'pos': 0.31, 'compound': 0.9169}",0.9169
m/because_of_winndixie,Because of Winn-Dixie,Marc Mohan,False,Rotten,Rotten,2005,"It's not that the film is a family classic; far from it. But the simple, heartwarming story of a girl and her dog, based on the popular book by Kate DiCamillo, should satisfy its 8- to 12-year-old target demographic.",male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9161}",0.9161
m/1155467-glory_road,Glory Road,Rob Thomas,False,Rotten,Fresh,2006,"The acting is strong, the games are exciting, and despite the serious message about racial equality, it's actually pretty funny in spots.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9156}",0.9156
m/10009355-sugar,Sugar,Christopher Tookey,False,Certified-Fresh,Fresh,2009,"Great cinema can extend our own experience by making us understand how it must feel to be somebody else - and this is, in its gentle and unpretentious way, great cinema.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9153}",0.9153
m/1155467-glory_road,Glory Road,Richard Roeper,True,Rotten,Fresh,2006,Glory Road is a rousing and worthy tribute to one of the most important college basketball teams and one of the most important championship games of all time.,male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9147}",0.9147
m/1155467-glory_road,Glory Road,Joshua Starnes,False,Rotten,Rotten,2011,"Like most sports films Glory Road works best when it is actually showcasing its sport ... off the court, however, it's alternately flat and didactic. Director Gartner goes to great pains to drill the films message in, early and often.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.053, 'neu': 0.668, 'pos': 0.278, 'compound': 0.9147}",0.9147
m/1212694-blind_side,The Blind Side,Armond White,False,Fresh,Fresh,2009,"All Bullock's films promote an edifying sense of human experience -- she has an instinct for what people like to see -- and that gift makes The Blind Side the perfect, God-sent antidote to Precious.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.057, 'neu': 0.616, 'pos': 0.327, 'compound': 0.9136}",0.9136
m/1009427-heaven_can_wait,Heaven Can Wait,People Staff,False,Certified-Fresh,Fresh,2020,"Along the way there is fun, football, romance and thoroughly satisfying unreality. Movies are supposed to be like this.",unknown,"['Comedy', 'Science Fiction & Fantasy', 'Romance', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9134}",0.9134
m/because_of_winndixie,Because of Winn-Dixie,Cherryl Dawson and Leigh Ann Palone,False,Rotten,Fresh,2005,The unconditional love of a great dog can work miracles in anyone's life. Kids will love the dog and forget all the parts that don't work for them.,unknown,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.051, 'neu': 0.615, 'pos': 0.334, 'compound': 0.9118}",0.9118
m/1156285-summer_storm,Summer Storm (Sommersturm),James Wegg,False,Rotten,Rotten,2006,... is always a pleasure to watch but too often crosses the line of the believable for the quick laugh. Enjoy it for its gaily frolicking tone.,male,"['Art House & International', 'Comedy', 'Drama', 'Romance', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.9109}",0.9109
m/1216015-horse_boy,The Horse Boy,Ann Hornaday,True,Fresh,Fresh,2009,"The Horse Boy is a lovely, amazing, wonderfully provocative film.",female,"['Documentary', 'Special Interest', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.91}",0.91
m/battle_of_the_sexes,Battle of the Sexes,Jimmy Nsubuga,False,Certified-Fresh,Fresh,2017,"Where Battle Of The Sexes wins though, is the way it perfectly captures the silliness and yet also the utmost importance of one tennis match that pitted a man against women for one night only. It's a triumph, just like King.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.086, 'neu': 0.61, 'pos': 0.305, 'compound': 0.91}",0.91
m/bones_brigade_an_autobiography,Bones Brigade: An Autobiography,Chase Whale,False,Fresh,Fresh,2012,You don't need to be knee-deep or even care about skateboarding to fall in love with this film. Bones Brigade: The Autobiography is a masterpiece.,male,"['Documentary', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.91}",0.91
m/battle_of_the_sexes,Battle of the Sexes,Grant Rollings,False,Certified-Fresh,Fresh,2017,Smashing the snappy dialogue out of the court is the supremely funny Steve Carell as Riggs and the wonderfully buoyant Emma Stone as King.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.9081}",0.9081
m/10009355-sugar,Sugar,Kelly Vance,False,Certified-Fresh,Fresh,2011,We begin to get the feeling that the United States of Baseball is somehow grander and more generous than the United States of America.,mostly_female,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.908}",0.908
m/1198511-bustin_down_the_door,Bustin' Down the Door,Edward Porter,True,Fresh,Fresh,2009,"Watching top surfers in action is never a chore, but the film's archive footage would have been even more enjoyable to lay viewers if the commentary had better explained why the men's innovations were so daring and controversial.",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.054, 'neu': 0.66, 'pos': 0.287, 'compound': 0.9063}",0.9063
m/1017776-rocky,Rocky,Scott Nash,False,Certified-Fresh,Fresh,2011,"One of the greatest, if not the greatest, feel good movies of all time.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9062}",0.9062
m/1155467-glory_road,Glory Road,Brian Tallerico,False,Rotten,Rotten,2007,"Trying to make a sports movie for the entire family is understandable, but it makes a complicated story like Glory Road feel more like Disney than reality.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9052}",0.9052
m/chariots_of_fire,Chariots of Fire,People Staff,False,Certified-Fresh,Fresh,2014,"Sir John Gielgud and Patrick Magee head up -- but don't show up -- director Hugh Hudson's excellent cast of mostly unknown British actors. The cinematography, too, is splendid.",unknown,"['Art House & International', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9052}",0.9052
m/battle_of_the_sexes,Battle of the Sexes,Stefan Pape,False,Certified-Fresh,Fresh,2017,"Dayton and Faris do an impressive job in balancing the protagonist's complex love life with the sporting event at the core of the movie, which inspires another fine display from Stone.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.9042}",0.9042
m/beerfest,Beerfest,Mike McGranaghan,False,Rotten,Rotten,2006,"There's an old slogan for a popular beer company: ""Tastes great, less filling."" Beerfest would certainly have tasted better had it been less filling by about 30 minutes.",male,"['Comedy', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9042}",0.9042
m/battle_of_the_sexes,Battle of the Sexes,Damian Levy,False,Certified-Fresh,Fresh,2018,"The beauty of Battle of the Sexes is the way it gives each of these counterparts a sense of identity. They're public figures but, like the best biopics, you leave the film feeling as though you knew them as people.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.063, 'neu': 0.669, 'pos': 0.268, 'compound': 0.9022}",0.9022
m/bleed_for_this,Bleed For This,Alistair Harkness,False,Fresh,Fresh,2016,"Younger takes care to keep things rooted in the real and he's aided by Teller and Eckhart, who give it their all in a movie that ultimately celebrates the simple power of living for the thing you love most.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9022}",0.9022
m/because_of_winndixie,Because of Winn-Dixie,Willie Waffle,False,Rotten,Fresh,2005,"not heavy on plot, but it is a series of charming adventures with common, heart warming themes about finding friendship and dealing with hardship",mostly_male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.084, 'neu': 0.514, 'pos': 0.401, 'compound': 0.9022}",0.9022
