rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list
m/10003437-deep_blue,Deep Blue,Peter Hartlaub,True,Fresh,Rotten,2005,"Even with consistently impressive camerawork, the movie still feels like the visual equivalent of elevator music -- with frolicking dolphins instead of Elton John ballads.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Wesley Morris,True,Fresh,Fresh,2005,"A better action movie than most of what you'll see this summer, and there are certainly more visceral thrills.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Cherryl Dawson and Leigh Ann Palone,False,Fresh,Fresh,2005,"It goes on a little too long for mostly just pretty pictures, and you get more wonder than educational detail, but it's fascinating to look at.",unknown,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,James Rocchi,False,Fresh,Fresh,2005,"Documentary about the ocean's panorama of life is full of beauty, awe, terror, wonder -- and jaw-dropping cinematography.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Bill White,False,Fresh,Fresh,2005,"A trip reminding us that, while we continue to explore space, we have yet to fully penetrate the mysteries of our own planet.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Jonathan Holland,True,Fresh,Fresh,2005,This majestic film has all the hallmarks of Beeb quality workmanship.,male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Robert K. Elder,True,Fresh,Fresh,2005,"If nature films had genres, Deep Blue would be an action movie.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Andrew Wright,False,Fresh,Rotten,2005,Lacks the connecting thesis statement that separates an above-par nature documentary from just a really cool episode of Animal Planet.,male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Moira MacDonald,True,Fresh,Fresh,2005,A sumptuous but occasionally soporific nature documentary.,female,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Gary Thompson,False,Fresh,Fresh,2005,"Deep Blue, while as gorgeously photographed as other nature documentaries, is more grisly than most.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Erik Childress,False,Fresh,Rotten,2005,"There's certainly enough to hold one's interest during Deep Blue, but you won't learn as much as you would through a single corridor of Chicago's Shedd Aquarium.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Jeffrey Westhoff,False,Fresh,Rotten,2005,British filmmakers Andy Byatt and Alstair Fothergill don't try to teach us much; they just ask us to look at pretty fish.,male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Frank Swietek,False,Fresh,Rotten,2005,You can safely await its appearance on the small screen in your home.,male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Eleanor Ringel Cater,True,Fresh,Rotten,2005,"This is a nasty, nauseating, dispiriting movie and, to repeat, whatever you do, don't take the kids -- no matter what the G rating says.",female,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Nancy Churnin,True,Fresh,Fresh,2005,"A magnificent look at the teeming, wildly varied life in and around the ocean.",female,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Chris Hewitt,False,Fresh,Fresh,2005,Deep Blue is like the oceans: stunningly beautiful and packed with shocking violence.,mostly_male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Terry Lawson,True,Fresh,Fresh,2005,Absorbing.,mostly_male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,MaryAnn Johanson,False,Fresh,Fresh,2005,[E]xtraordinarily lush and fantastically adventurous...,unknown,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Jeff Vice,False,Fresh,Rotten,2005,"Unfortunately, the film tries to say too much, and as a result ends up saying nothing. Also, this G-rated film contains scenes of animal attacks that are much too intense for young audiences.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Sean P. Means,False,Fresh,Rotten,2005,"Stunning images of undersea life, ... but the footage is pieced together haphazardly, sometimes repetitively.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Christopher Null,False,Fresh,Rotten,2006,"we've been in an ocean-documentary glut of late, and Deep Blue just doesn't have much in it that we haven't seen a few times before",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Scott Weinberg,False,Fresh,Fresh,2006,Honestly: In how many movies can you see a polar bear attacking a bunch of whales?,male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Kevin Carr,False,Fresh,Fresh,2006,"The information you find inside may not be anything more than you haven't garnered from watching Animal Planet, but it is an extremely well made and well shot piece.",male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Marty Mapes,False,Fresh,Rotten,2006,Deep Blue could have lived its life on TV and felt more at home,mostly_male,"['Documentary', 'Special Interest']"
m/10003437-deep_blue,Deep Blue,Maria Llull,False,Fresh,Fresh,2011,Stunning footage of aquatic life.,female,"['Documentary', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Scott Foundas,True,Fresh,Fresh,2004,"A serenely powerful, handcrafted film that navigates into a place Dr. Martin Luther King Jr. once called 'the tangled discords of our nation.'",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,James Greenberg,True,Fresh,Fresh,2004,"It is a film that should be required viewing by all citizens, especially students, if we hope not to repeat this awful chapter.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Harvey S. Karten,False,Fresh,Fresh,2004,Powerful doc that indicts the FBI as much as it condemns the Ku Klux Klan.,male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Brad Slager,False,Fresh,Fresh,2004,"It plays in a traditional mode of discovery, but the story is still absorbing.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Donald J. Levit,False,Fresh,Fresh,2004,The film's content and theme affect the viewer.,male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Phil Hall,False,Fresh,Fresh,2004,"Powerful documentary, highly recommended.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Laura Sinagra,True,Fresh,Fresh,2004,"This doc recounting the tragic story of Viola Liuzzo, the only white woman killed during the civil rights struggle, doubles as a narrative of the nascent women's movement.",female,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Anita Gates,True,Fresh,Fresh,2004,"Paola di Florio's poignant documentary tells the freshly outraging story of Viola Liuzzo, a white woman who was killed while volunteering with the civil rights movement.",female,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Jan Stuart,True,Fresh,Rotten,2004,There is altogether too much footage of daughter Mary wallowing in her mother's martyrdom.,male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,David Sterritt,False,Fresh,Fresh,2004,Amazing footage from the glory period of the civil rights movement energizes this documentary about Viola Gregg Liuzzo.,male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Ken Fox,False,Fresh,Fresh,2004,"Even more than a crucial piece of remedial historiography, the film is also an unsettling exploration of the impact violence and shameful injustice continue to have on a family nearly 40 years after the fact.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Jack Mathews,True,Fresh,Fresh,2004,"Paola di Florio's haunting documentary about Viola Liuzzo, a Detroit civil rights worker murdered by the Ku Klux Klan in 1965 Alabama, adds to the case for ripping J. Edgar Hoover's name off the FBI building in Washington.",male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Emanuel Levy,False,Fresh,Fresh,2011,An interesting docu about significant but little known event,male,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10004635-home_of_the_brave,Home of the Brave,Heather Havrilesky,True,Fresh,Fresh,2019,Home of the Brave... will make you want to stand up for what you believe in.,female,"['Action & Adventure', 'Documentary', 'Drama', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Robert Koehler,True,Certified-Fresh,Fresh,2006,"As coffee drinkers know, not all beans are equal, but the meaning of inequality gets an entirely different spin in Marc and Nick Francis' handsome and astute doc, Black Gold.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Peter Howell,True,Certified-Fresh,Rotten,2006,Nowhere near as probing as it could or should be. Valuable points are blunted by too many talking heads.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Jane Stevenson,False,Certified-Fresh,Fresh,2006,"There is obviously a serious imbalance here and even if the filmmakers don't get the complete picture, they at least make a case for the farmers themselves.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Jason McBride,True,Certified-Fresh,Fresh,2006,"Black Gold, a compelling documentary about the international coffee industry, might discourage you from ever drinking a cup of joe again. At the very least, it'll make you think deeply about what's going into that cup.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Ed Gonzalez,False,Certified-Fresh,Fresh,2006,A film to think about every time you order a Triple Grande Soy Latte.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Ken Eisner,False,Certified-Fresh,Fresh,2006,This cleverly crafted film -- the mix of exotic locations and music is entertaining in its own right -- starts backwards by following high-quality Ethiopian beans back to where they are grown and sold for far less than they are worth.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Chris Barsanti,False,Certified-Fresh,Fresh,2006,"...gorgeously-shot, melancholy.",mostly_male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Rob Nelson,True,Certified-Fresh,Fresh,2006,"No mere Western-guilt-inducing harangue, this highly informative documentary by British brothers Marc and Nick Francis is a model of patient storytelling.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Kent Turner,False,Certified-Fresh,Fresh,2006,The film raises issues that were mere sound bites during the 2005 G8 Summit. All that's missing is Bono's seal of approval.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Bill White,False,Certified-Fresh,Rotten,2006,"There are shocking facts and supportive images, but the film lacks investigative spirit.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,John Anderson,True,Certified-Fresh,Fresh,2006,"A beautifully made, provocative and very righteous documentary.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Stephen Holden,True,Certified-Fresh,Fresh,2006,The documentary Black Gold tells an unresolved modern version of the age-old David and Goliath story.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Andrew O'Hehir,True,Certified-Fresh,Fresh,2006,Black Gold is more an Al Gore-style message of hope than a total downer.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Ken Fox,False,Certified-Fresh,Fresh,2006,The film serves as a valuable explanation of the ways in which the cultivation and exportation of a particular crop can affect the welfare of fragile countries.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Tom Keogh,True,Certified-Fresh,Fresh,2006,A mesmerizing documentary illuminating the human element in one corner of modern global trade.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,V.A. Musetto,True,Certified-Fresh,Fresh,2006,A dry but enlightening documentary.,unknown,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Elizabeth Weitzman,True,Certified-Fresh,Rotten,2006,Meskela's is a story worth tackling again -- but without the over-caffeinated approach.,female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Eric Lurio,False,Certified-Fresh,Fresh,2006,It almost makes you want to be forced to spend six bucks for a latte.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Noel Murray,True,Certified-Fresh,Rotten,2006,"Compared to a documentary like Darwin's Nightmare, which found disturbing visual analogues for the moral rot of global trade, Black Gold makes most of its points in words, not pictures.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Frank Scheck,True,Certified-Fresh,Rotten,2006,"Although some scenes register with strong impact, there also seems to be a lot of padding, and the overall narrative is ultimately too diffused and unfocused for the film to have the sociological impact it so obviously desires.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Michael Phillips,True,Certified-Fresh,Fresh,2006,Guaranteed to make you think twice about what you're paying for what you're drinking.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Rob Thomas,False,Certified-Fresh,Fresh,2006,"""Black Gold"" also finds cause for optimism in its connections, showing how if Western coffee drinkers make the right choices at their end, they can positively affect the African growers at the other.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Janice Page,True,Certified-Fresh,Fresh,2006,"This is a documentary that gets a lot across while avoiding cliches and easy exploitation, even in famine-ravaged places where more horrific images must have abounded.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Dave Calhoun,True,Certified-Fresh,Fresh,2006,More dynamism and knowledge in the telling and fewer cheap shots at young Starbucks workers in Seattle wouldn't have gone amiss.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Frederic and Mary Ann Brussat,False,Certified-Fresh,Fresh,2006,A hard-hitting documentary in support of Fair Trade focusing on the tireless efforts of a manager of a coffee grower's cooperative in Ethiopia to get members more money for their labors.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Jeffrey M. Anderson,False,Certified-Fresh,Fresh,2006,A beautifully made film that takes time to observe the beauties (and horrors) of its world.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Walter V. Addiego,True,Certified-Fresh,Fresh,2006,"The lesson is clear: The system is broken and needs repair, and educating consumers is part of the solution.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Ann Hornaday,True,Certified-Fresh,Fresh,2006,... a by turns poetic and hard-hitting critique of the global coffee industry ...,female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Jules Brenner,False,Certified-Fresh,Fresh,2006,Economic repression by competitive market forces is a systemic injustice in this corner of the marketplace.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Cynthia Fuchs,False,Certified-Fresh,Fresh,2006,"Punctuated by long shots of foggy mountainsides as well as very close shots of glistening green coffee beans on the tree, the film makes its argument with the help of an evocative score by Andreas Kapsalis.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Kam Williams,False,Certified-Fresh,Fresh,2006,"The premise powerfully postulated here is that not only Ethiopians, but millions and millions of other Africans are suffering due to the paltry prices paid by big business for natural resources which most people from developed countries take for granted.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Ross Anthony,False,Certified-Fresh,Rotten,2006,"Warm relaxing pace becomes languishing, most of the beans have been spilt by the halfway mark. Still, it's definitely educational, an effective call to action.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Richard Mowe,False,Certified-Fresh,Fresh,2006,Black Gold raises issues in an engaging way without preaching or becoming a lesson in economics. At the end of it all you will certainly be looking for those Fair Trade stickers.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Pete Vonder Haar,False,Certified-Fresh,Fresh,2006,The film's effectiveness is bolstered by juxtaposed scenes of fat and happy Americans and Europeans slurping up frozen chai lattes and clucking about how big Starbuck's is getting with scenes of children going into 'therapeutic feeding centers'.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Carina Chocano,True,Certified-Fresh,Fresh,2007,"Black Gold moves at an inexorable pace, painstakingly building a case until suddenly it looms very large and casts an even longer shadow.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Andy Klein,False,Certified-Fresh,Fresh,2007,"... there is an additional irony to the title: The raw beans are not themselves black, but the growers are.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Glenn Whipp,False,Certified-Fresh,Rotten,2007,"Whether due to resources or time or just plain laziness, directors Marc and Nick Francis have fashioned a rather shapeless movie that raises many good points but fails to fully investigate its findings.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,J. R. Jones,True,Certified-Fresh,Fresh,2007,"If that $2 cup of Starbucks didn't jolt you awake, this documentary by Marc and Nick Francis might do the trick.",unknown,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Timothy Knight,False,Certified-Fresh,Fresh,2007,An important and timely film that may make you think twice before downing your next cup of joe.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Maria Garcia,False,Certified-Fresh,Fresh,2007,The Francis brothers maintain a lively pace and a satirical mood.,female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Wendy Ide,True,Certified-Fresh,Fresh,2007,"While the film is quick to posit fair trade as a solution, it fails to answer why, even with Meskela's admirable initiatives, his coffee farmers still struggle to buy shoes.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Anthony Quinn,True,Certified-Fresh,Fresh,2007,If you don't buy Fair Trade coffee after this you never will.,male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Laura Bushell,False,Certified-Fresh,Fresh,2007,"A worthy look at an exploitation that really shouldn't exist in this day and age, Black Gold will hopefully shock audiences into looking for the Fairtrade symbol next time they're in the supermarket.",female,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,David Mattin,True,Certified-Fresh,Fresh,2007,"True, fair trade coffee is not the newest story around, but Black Gold still makes for arresting viewing.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,David Parkinson,False,Certified-Fresh,Fresh,2007,"While it may prompt some to think again next time they're in Starbucks, this astute insight into the coffee business is better at lauding the good guys than taking the multinationals to task for the iniquities of the global economy.",male,"['Documentary', 'Special Interest']"
m/10006485-black_gold,Independent Lens,Anton Bitel,False,Certified-Fresh,Fresh,2007,"It is attractively shot, thoughtfully edited, provocatively argued, and might just have you turning its issues over in your mind late into the night - or is that just the effect of so much coffee?",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Michael Atkinson,True,Fresh,Fresh,2006,[An] unpretentious and absorbing video doc.,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,John Anderson,True,Fresh,Fresh,2006,"It's a hard, fast film that needs airing now, or at least before the Newark elections of 2006.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Jan Stuart,True,Fresh,Fresh,2006,Street Fight sputters with anger and despair at the durability of dumb-cluck demagoguery in American politics.,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Lou Lumenick,True,Fresh,Fresh,2006,A tough and brave little documentary about the brutal 2002 Newark mayoral election.,mostly_male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Scott Foundas,False,Fresh,Fresh,2006,"This is classical activist filmmaking of the first order, a movie with the power to turn hearts, change minds and, just maybe, right the wayward course of an entire city.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Ken Fox,False,Fresh,Fresh,2006,"It's a fascinating film, simultaneously enthralling, infuriating and guaranteed to make viewers ask how such a perversion of the political process could be taking place in America.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Jack Mathews,True,Fresh,Fresh,2006,"James is his own worst enemy in the documentary, behaving in public as a near caricature of Boss Tweed. But he won and is now serving out his fifth term.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Kevin Crust,True,Fresh,Fresh,2006,"The story that first-time feature filmmaker Curry tells is extremely compelling, but where he really scores is in addressing politics and race in a way that allows events to speak for themselves.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Bob Strauss,False,Fresh,Fresh,2006,It's kind of reassuring to see good old-fashioned dirty politics practiced with as much gusto as they are in the Oscar-nominated documentary Street Fight.,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,David Denby,True,Fresh,Fresh,2006,"In brief, Marshall Curry, the young director of Street Fight, has hit the documentary jackpot.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Peter Rainer,True,Fresh,Fresh,2006,"If you didn't already realize that politics can be a dirty business, then Marshall Curry's Oscar-nominated documentary will set you straight.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Steven Rea,True,Fresh,Fresh,2006,[Marshall] Curry's picture is must-see fare for any and every observer of the curious world of American politics.,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Sam Allis,True,Fresh,Fresh,2006,The documentary is simple and strong and small. Its grit lifts it above its mechanical shortcomings.,mostly_male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Jeffrey M. Anderson,False,Fresh,Fresh,2006,"There's no question which side Curry favors, but he turns Street Fight into an old fashioned political yarn, featuring hand-pumping and baby-kissing, but also a dash of blood fury.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Chris Barsanti,False,Fresh,Fresh,2006,"an amazing work, thrilling and informative in equal amounts, reminding us that democracy isn't just fought over on message boards and foreign battlegrounds, but also on our very streets",mostly_male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Steve Schneider,False,Fresh,Fresh,2006,It's essential viewing to prove to yourself that you're not so cynical after all.,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Roger Moore,True,Fresh,Fresh,2006,"It's utterly fascinating, and if you don't follow New Jersey politics, you will be kept in the dark about the outcome of this 2002 race almost to the end.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Kam Williams,False,Fresh,Fresh,2007,"Booker and James square-off for a heavyweight political fight reminiscent of Holyfield vs. Tyson, except for the eating of ears.",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,John A. Nesbit,False,Fresh,Fresh,2007,a primer for any aspiring politician to see the worst of what he can expect,male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Andy Klein,False,Fresh,Fresh,2009,"""...completely gripping and enraging.""",male,"['Documentary', 'Special Interest']"
m/10006588-street_fight,Street Fight,Devin Faraci,False,Fresh,Fresh,2009,"Street Fight isn't going to restore your faith in our desperately broken electoral system, but Cory Booker -- and the last moments of the movie -- may help you harbor that little flame of hope.",mostly_male,"['Documentary', 'Special Interest']"
